"track_id","duration_ms","name","popularity","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","id"
"0kilwMEtrwd58885j8JhCa",149105,"With you",32,0.499,0.518,0.574,0.00231,3,0.12,-8.612,1,0.198,83.756,4,0.521,1
"0xt2rfiv6qpGYzypG0MziP",278124,"Window",36,0.748,0.349,0.573,0.00203,1,0.48,-9.47,1,0.12,173.829,4,0.423,1
"1ePNcYIPo9CuW5kKZYlh2K",195839,"Part of me",32,0.443,0.811,0.553,0,4,0.307,-5.68,0,0.296,89.95,4,0.687,1
"1m53YN2bXakCpC6MUWWP48",245642,"no name",33,0.88,0.423,0.296,0.0182,6,0.0822,-12.631,1,0.0447,84.495,4,0.114,1
"1Ya8UT49Oc3oASVcsDqz60",182751,"Ace",47,0.865,0.688,0.509,0,10,0.12,-9.177,1,0.402,106.865,4,0.652,1
"2VhgIVAahu3OGdmZcSplIT",219028,"Don't Forget about me",39,0.433,0.736,0.468,0.131,1,0.0885,-6.115,1,0.238,75.555,4,0.7,1
"5rNqaOOSNGrYtMo4sLDXU6",94932,"Self",51,0.84,0.807,0.539,0.000839,3,0.142,-6.52,1,0.251,92.121,4,0.811,1
"5sihlm7PTrHsZgIjk6JlrT",168362,"Regal",33,0.819,0.41,0.482,0.26,1,0.122,-11.741,1,0.0976,169.484,4,0.491,1
"6P4rFlDdTy8N0JiQPXStKX",257898,"Prayer Song",32,0.68,0.79,0.561,1.03e-05,9,0.0858,-8.813,0,0.157,112.403,4,0.508,1
"6QNaeyzCJBOS1R8N5GskR7",163616,"Montego Bae",41,0.787,0.587,0.552,0.171,5,0.0824,-10.872,0,0.0851,151.578,4,0.691,1
"7npEyXswEtXndjHXQs081U",133056,"Blaxploitation",37,0.09,0.89,0.829,2.01e-06,11,0.202,-6.145,1,0.35,100.985,4,0.866,1
"0V4I0Ezc6o8b4PH6nItRBA",496626,"Contretemps",20,0.000212,0.23,0.794,0.617,7,0.0817,-6.103,1,0.0489,149.913,4,0.0372,2
"0yPUUj3VjEwSZsracgDBRW",239280,"Balancing the Dark",23,0.000159,0.192,0.958,0.878,0,0.229,-4.668,0,0.162,159.892,3,0.039,2
"2J7dMy5b95Uysor1du4RZi",448040,"The Hollow Hour",26,0.000134,0.233,0.931,0.682,4,0.0895,-5.474,0,0.0714,99.751,3,0.0513,2
"3u46Ufmrmc7OHU1TzZmjjZ",500000,"A Flood of Light",29,0.00864,0.442,0.553,0.382,2,0.107,-7.049,0,0.0602,123.036,4,0.031,2
"4p0Tq3GqiYI0GVpGtvEjco",190880,"Alma Mater",24,4.17e-05,0.251,0.951,0.55,2,0.274,-4.375,1,0.153,84.952,5,0.185,2
"5FR1en9cE5Vk05z8QF77PG",224706,"Towards Dawn",26,0.92,0.261,0.113,0.953,3,0.085,-20.3,1,0.047,71.525,4,0.0371,2
"5PSVcvaURNJE7X3zE1zWTH",310373,"Whispers Among Us",20,0.000111,0.239,0.926,0.793,4,0.0854,-4.696,0,0.0593,110.41,3,0.0438,2
"60qzUWBoLLARs9B82yD346",232493,"Aftermath",37,0.00185,0.404,0.839,0.2,8,0.257,-4.926,1,0.045,159.986,4,0.205,2
"69HBrkyRwpq5wBXv3hG3hb",337000,"Risen",18,0.226,0.187,0.0677,0.000306,7,0.0922,-16.343,1,0.0363,93.372,4,0.0554,2
"72pvZmc6CZIs2TER67E0CQ",204759,"Rituals",31,6.35e-05,0.273,0.988,0.337,1,0.136,-4.242,0,0.281,170.204,4,0.0386,2
"1rMGbnh7zWGs8ME0mbuVai",219773,"Mortal After All",46,0.000263,0.443,0.991,0.00162,11,0.153,-4.103,0,0.126,77.024,4,0.251,3
"2Mgw95kCwTc90H167xVHqu",248666,"Damnation",42,9.65e-05,0.391,0.978,0.000787,1,0.123,-4.414,1,0.101,175.002,4,0.363,3
"3Ekoo27CSzaWShdM43niUp",230840,"Dying To Heal",42,4.92e-05,0.512,0.979,0.000313,10,0.0794,-4.173,0,0.0777,94.993,4,0.249,3
"3VGheGbJrEnGvwteXNBDNt",255586,"Hereafter",55,4.58e-05,0.513,0.973,0.00326,6,0.224,-4.115,0,0.0849,121.018,4,0.159,3
"50xyeJL2Hs9FDgtI1ROeB0",241586,"Royal Beggars",53,0.000269,0.376,0.87,0.000373,11,0.128,-4.566,0,0.0578,178.111,4,0.132,3
"6jaJVPLZOME4TtgW1Es5NT",253440,"Modern Misery",46,0.000363,0.533,0.971,0.000216,8,0.15,-4.483,0,0.0755,115.978,4,0.344,3
"74qcviASlpWUM5g35HAV1S",108666,"The Seventh Circle",43,0.00145,0.367,0.993,2.06e-06,1,0.695,-4.341,1,0.213,180.141,4,0.124,3
"75R95k0ICuZBFVEjBauOtt",248880,"Doomsday",60,2.62e-05,0.523,0.979,2.56e-05,2,0.153,-4.214,1,0.159,125.038,4,0.179,3
"7HxPeiu2gKZbGXWJA0bzHn",274933,"A Wasted Hymn",44,6.01e-05,0.486,0.924,0.000389,6,0.297,-4.436,0,0.0446,121.036,4,0.0896,3
"7xpfgUe2sxoBx7CFygbTPg",225040,"Death Is Not Defeat",48,0.000299,0.495,0.929,0.00131,8,0.114,-4.792,0,0.0526,95.013,4,0.222,3
"7z3Q4j4HJDSOZtbR5rbYdG",253973,"Holy Hell",49,8.92e-05,0.537,0.972,0.00449,7,0.256,-4.115,1,0.0512,105.019,4,0.236,3
"19QVXLLwMiIHAGjZHIWmDP",226367,"Human Being",32,0.679,0.729,0.566,0.524,1,0.0891,-10.114,1,0.0365,110.424,4,0.244,4
"2E5e4J3nm1LMHkqTS21Dlq",264026,"Ever Again",45,0.0229,0.942,0.539,0.000276,4,0.0887,-10.442,0,0.0866,125.035,4,0.727,4
"3mV4SpsS5ORnkSgjWo9sTV",245997,"Between The Lines",34,0.102,0.892,0.451,0.000222,0,0.0816,-9.393,1,0.141,111.988,4,0.468,4
"3olYZQTYOLYNImERBnZZqm",294002,"Honey",43,0.0179,0.652,0.604,0.000589,11,0.119,-8.666,0,0.101,115.953,4,0.068,4
"4eubZoLt0CrH3xxhw4oa5B",239712,"Send To Robin Immediately",32,0.548,0.328,0.48,0.398,4,0.101,-12.185,0,0.0652,107.94,4,0.152,4
"5mE2RcGPPbE4gNoLB6FYPf",297268,"Missing U",43,0.0472,0.702,0.666,0.000119,5,0.139,-8.307,0,0.0463,119.93,4,0.109,4
"5nqHzhn3SDVtQ89kkaYsg8",274083,"Because It's In The Music",35,0.0306,0.764,0.611,1.08e-05,11,0.167,-6.514,0,0.0543,109.826,4,0.12,4
"5rWmqRULJjFTHiA3thJ5XF",329450,"Beach2k20",29,0.0243,0.824,0.512,0.147,11,0.0673,-10.834,0,0.0662,121.317,4,0.596,4
"5zmzse0TEG4GtlRrUBJOXK",256377,"Baby Forgive Me",34,0.773,0.683,0.442,0.536,9,0.127,-14.771,1,0.0415,105.624,4,0.14,4
"0mouikhdkvV8UH8XZfMTvV",93215,"Faith In Nothing Except In Salvation",34,0.0242,0.252,0.567,0.698,11,0.174,-7.433,0,0.0381,88.251,3,0.109,5
"0ZTLlGCJPlvVwUQKNqaU31",295803,"Economy of Freedom",33,0.00792,0.344,0.56,0.225,6,0.164,-8.888,0,0.0426,78.875,5,0.11,5
"1yfWsdSGjKydKEpFCvzHMD",301384,"Honesty",34,8.23e-05,0.682,0.802,0.798,0,0.129,-7.425,1,0.0464,122.975,4,0.216,5
"2x7MXU6986tM8HLIzMCJQm",296002,"Hope In Suffering (Escaping Oblivion & Overcoming Powerlessness)",27,0.00439,0.143,0.71,5.39e-06,3,0.311,-5.657,0,0.0578,64.848,3,0.0806,5
"3ghtOcSMima0cduZihPKY4",289160,"Recognizing The Enemy",32,0.000582,0.319,0.436,0.134,7,0.118,-8.622,1,0.0296,147.906,4,0.0301,5
"3pihS07XVQEavaS9n7kObt",278311,"Licking An Orchid",50,0.0565,0.67,0.528,0.00117,8,0.102,-9.372,0,0.0323,87.965,4,0.628,5
"3TDzMZCY2BARhRLawVS9Dk",332448,"Let The Lioness In You Flow Freely",25,1.66e-06,0.276,0.658,0.896,4,0.0344,-2.888,0,0.0575,76.927,3,0.26,5
"5Gcv66Guk5nVIJtSoIXhFU",202376,"All The Love We Have Now",28,1.35e-05,0.389,0.798,0.889,5,0.352,-6.129,0,0.0553,99.067,4,0.505,5
"6fhH6tRpDX77lDmqBy9LF7",209094,"Noid",44,1.28e-06,0.397,0.833,0.824,6,0.0992,-5.871,0,0.0472,192.067,4,0.669,5
"6z1TKEurXotxsMGB0Kuuka",222684,"Lifetime",37,0.000249,0.476,0.93,6.41e-06,5,0.288,-6.652,1,0.095,142.999,4,0.512,5
"04MoJkJzCoU9ukeewv5Vzu",243186,"Happy & Sad",64,0.249,0.642,0.657,0,10,0.111,-5.246,1,0.0333,90,4,0.658,6
"0pMfPzdRiPAoSM9yWF4OcT",198453,"Golden Hour",64,0.0952,0.611,0.555,0,6,0.11,-6.372,0,0.0274,88.969,4,0.413,6
"2U2Z1IXnmJIvlknWizFykZ",213693,"High Horse",62,0.0325,0.725,0.674,3.55e-06,11,0.0531,-5.254,0,0.0363,120.057,4,0.773,6
"30VHURM5NOfoZmqp2iKawS",219053,"Butterflies",67,0.252,0.689,0.614,1.95e-05,4,0.178,-6.137,0,0.0306,141.97,4,0.411,6
"3420nZEhm99I1bLc6Yx4XH",226666,"Lonely Weekend",52,0.579,0.699,0.808,7.16e-06,3,0.167,-5.926,1,0.0296,111.977,4,0.794,6
"38UCGIpo273uGgdBXbi992",240426,"Wonder Woman",51,0.11,0.669,0.653,1.58e-05,11,0.0826,-5.675,1,0.0269,104.995,4,0.528,6
"4FjkZp6GD6baaxqUYTqIJo",78186,"Mother",48,0.903,0.557,0.147,0,9,0.176,-14.173,1,0.103,55.513,4,0.482,6
"5bum4HbCDFoB9wpsc0sQky",216280,"Space Cowboy",58,0.718,0.447,0.429,0.0163,1,0.105,-7.36,1,0.028,116.521,4,0.074,6
"5F5lmpwXkxAJtvZqEguTRo",256146,"Love Is A Wild Thing",53,0.266,0.623,0.631,7.2e-06,10,0.0931,-7.52,1,0.0352,121.973,4,0.273,6
"5ToJzoVfLYyF7ohMOBNObi",241466,"Oh, What A World",55,0.642,0.503,0.536,0.00143,4,0.111,-7.229,1,0.0259,90.966,4,0.21,6
"65krgqLiZqW12PZAUQ9l2x",154386,"Velvet Elvis",58,0.173,0.677,0.616,0,1,0.0427,-5.241,1,0.032,89.988,4,0.736,6
"6ET9kf9riLETWs9lePUEAI",246133,"Slow Burn",67,0.462,0.555,0.43,0.000191,2,0.0869,-9.105,1,0.0295,147.613,4,0.274,6
"79qxwHypONUt3AFq0WPpT9",214293,"Rainbow",69,0.88,0.581,0.197,0,3,0.107,-7.697,1,0.0329,130.367,4,0.349,6
"0UPMJnW4WSN1QTSCJ0PkPD",261090,"Night 52",21,0.325,0.595,0.34,0.00511,7,0.165,-11.101,1,0.0289,86.992,4,0.0966,7
"0wPusFl6637bObxQ2ZX3a5",218159,"iT",22,0.313,0.672,0.57,1.88e-05,0,0.086,-7.557,1,0.0428,89.953,4,0.654,7
"2lLBjbwfxyQEb32rwTyxYC",210141,"No Harm Is Done",24,0.457,0.45,0.361,0.00234,1,0.0987,-9.493,0,0.0954,79.839,5,0.316,7
"2TBthDwMpiWahWvyol2fVP",218173,"Science Fiction",23,0.463,0.887,0.567,5.76e-05,11,0.0981,-8.99,0,0.0341,120.02,4,0.796,7
"42XSlEZd8Oj9SduzXruA2V",204607,"Jonathan",22,0.725,0.434,0.356,0.00289,9,0.148,-9.077,1,0.0312,129.945,4,0.173,7
"4E9AoC7LRywKgEykALRSUq",258435,"Half Ladies",18,0.573,0.737,0.575,3.47e-05,5,0.0894,-6.918,1,0.0353,108.044,4,0.238,7
"4U6GYrZi0xvNkUmFitCDED",233247,"Tilted",50,0.283,0.872,0.361,0.00262,7,0.108,-9.88,1,0.0609,100.001,4,0.489,7
"5DNC8fp8DGgc2s71IWawJe",239554,"Saint Claude (Version Française)",19,0.367,0.512,0.445,0.0262,8,0.103,-11.402,1,0.0489,99.145,4,0.172,7
"63hIesjNbh0Ydl4TKM4cPc",247393,"Safe and Holy",21,0.12,0.623,0.48,2.62e-05,11,0.107,-7.833,0,0.0311,115.952,4,0.19,7
"6quNRI6ALzUXE5YP5YoApY",267081,"Here",12,0.551,0.53,0.435,0.000645,9,0.201,-7.865,0,0.032,100.018,4,0.201,7
"6wPvnazncZvQZQw7AVZgW9",208821,"Narcissus Is Back",15,0.391,0.775,0.707,0.000341,2,0.128,-6.958,1,0.0301,118.072,4,0.397,7
"7tVQihtECJIEpQX0osLRwo",215609,"Paradis Perdus",23,0.387,0.569,0.359,0.0433,11,0.096,-11.224,0,0.0484,179.93,4,0.509,7
"0SDh7AAKlUSzzzXfuB1aVw",133206,"Memory Arc",50,0.811,0.126,0.204,0.834,6,0.091,-21.014,0,0.0381,79.158,3,0.0393,8
"1antCacQKfE4cj40DhkTCh",339352,"Sun's Abandon",24,0.0133,0.516,0.871,0.937,1,0.103,-8.765,0,0.0353,89.998,4,0.077,8
"1yzyEPP9YHXDPVWfsVOvr1",458271,"Hidden",31,0.631,0.511,0.69,0.897,5,0.103,-12.998,1,0.0432,137.02,4,0.0398,8
"320ePMZ8X0ugeffZk0wNzY",304162,"Dreamer's Wake",47,0.605,0.656,0.508,0.902,5,0.0787,-12.805,0,0.0372,113.002,4,0.103,8
"39tUHDzQ5nlGPtYaA71Y9v",351948,"Untravel",41,0.846,0.504,0.271,0.815,5,0.0872,-19.877,1,0.045,125.942,4,0.0564,8
"3jFUUtj3cAeOMUDLkoFSbT",273814,"I Think So",24,0.663,0.593,0.857,0.832,9,0.0999,-13.014,1,0.039,111.746,3,0.0329,8
"3rkesmzecZXrKZ7HA68OKZ",247433,"Be Kind",31,0.959,0.507,0.343,0.93,10,0.102,-20.092,0,0.0405,154.096,4,0.45,8
"4G37OYV8HDnX01xdSyG2Ma",99176,"Fragment",36,0.967,0.607,0.39,0.97,11,0.11,-23.466,1,0.0551,127.001,4,0.393,8
"59dTY9SmLvodJPcFVZSXtQ",357853,"Unfolding",29,0.123,0.336,0.884,0.907,8,0.049,-12.54,0,0.056,159.977,3,0.182,8
"7jptBpEmtZSNKm2zON3yW6",225661,"Rest",23,0.801,0.659,0.432,0.9,11,0.0658,-14.194,0,0.0311,108.01,4,0.2,8
"7MqL6utjmJv9m6hdpTSEfS",312051,"Phantom Grip",25,0.527,0.579,0.909,0.885,6,0.119,-9.167,0,0.0557,122.971,4,0.0277,8
"7yj1EMLzh9I1ZZqJyejIgm",424088,"Persona",29,0.213,0.72,0.591,0.751,4,0.156,-11.851,0,0.125,120.041,4,0.0846,8
"09621YX54K3b91gdcWOhC8",164132,"Great",35,6.36e-05,0.397,0.987,1.8e-06,1,0.105,-3.269,1,0.147,108.251,4,0.237,10
"1cZ94qhAOiC5NGVY7iV5AI",144449,"Cry To Me",33,0.00688,0.486,0.797,0.491,9,0.0804,-5.166,1,0.0807,115.266,4,0.559,10
"1uihOJbHkJJlDwUUOa0yqu",204843,"Danny Nedelko",48,0.000274,0.207,0.931,0.00387,6,0.243,-4.452,1,0.083,204.227,4,0.324,10
"25B26hZfkDvH5thMcY8qng",325712,"Rottweiler",34,1.43e-05,0.215,0.9,0.00254,2,0.46,-6.265,1,0.0861,111.73,4,0.179,10
"36QhezSoUmvPXAxqmzvU0Z",215394,"June",34,0.153,0.445,0.412,0.207,2,0.111,-8.515,1,0.0262,98.989,4,0.0354,10
"3iX4zsva06zoNWRp362ZQC",148401,"Gram Rock",33,0.0035,0.38,0.95,0.000935,6,0.601,-4.436,1,0.13,108.716,4,0.461,10
"4VudmL1997hLZjuzwfHj4m",339039,"Colossus",45,0.00194,0.342,0.882,3.81e-05,0,0.313,-5.903,1,0.0676,129.091,4,0.229,10
"5SxW9iGI61aG09QN72pkkZ",185165,"Love Song",38,0.00195,0.268,0.826,0.0122,1,0.109,-4.446,1,0.0478,168.442,4,0.144,10
"6EyRxPp1m7f4jHhLavfAdZ",189976,"I'm Scum",49,0.00206,0.534,0.854,0.000192,11,0.139,-3.66,0,0.063,116.031,4,0.484,10
"6i6tWyrp73f27zHQtPX9fJ",210493,"Samaritans",40,0.000788,0.425,0.95,0.00035,2,0.0988,-4.149,1,0.158,117.332,4,0.151,10
"7BmWDAlFk1DCL60I435oaE",228831,"Never Fight A Man With A Perm",53,0.000288,0.255,0.946,0.000565,9,0.196,-4.876,1,0.152,155.967,4,0.223,10
"7Hxv5OxtQUWE5e9gt3CGfF",192506,"Television",41,0.00376,0.432,0.958,3.64e-06,11,0.266,-3.91,0,0.129,105.139,4,0.138,10
"25ky0bqOPglSvw5MJTvC1q",289640,"Ecclesia Diabolica Catholica",31,0.000236,0.183,0.908,0.0295,6,0.148,-5.188,1,0.0892,140.894,4,0.121,11
"2drQ5At98WaG4hPHjp7YHg",296893,"Sabbath Mater",24,2.39e-05,0.206,0.976,0.00466,6,0.108,-5.425,1,0.159,139.975,4,0.113,11
"3diY2gmpAPaneVyICCmkW4",221493,"Angelvs XIII",20,7.98e-05,0.189,0.978,0.00183,2,0.14,-4.739,1,0.114,123.984,4,0.0377,11
"3LehPeMWMGVSX5J3OaZEpX",174080,"Wolves ov Siberia",29,4.33e-06,0.174,0.995,0.121,1,0.0697,-5.296,1,0.192,107.947,4,0.0367,11
"3R1toibNqZjCO6cVY57OPV",262866,"Rom 5:8",22,1.13e-05,0.313,0.975,0.165,1,0.147,-5.857,1,0.101,174.048,4,0.172,11
"3sR5MqlhE1pYtrZyCJNIuO",301320,"Bartzabel",41,0.0238,0.467,0.914,0.104,6,0.0776,-5.707,1,0.0782,109.003,4,0.18,11
"3xx7CTOGGPJPJyxsAMXrA8",124786,"Solve",24,0.0184,0.361,0.74,0.698,1,0.37,-8.855,0,0.104,115.828,3,0.0315,11
"4clF826cM6NRySL6PQQtHf",203746,"We Are the Next 1000 Years",19,1.21e-05,0.0917,0.92,0.311,2,0.282,-5.999,1,0.0888,168.844,3,0.0645,11
"4NWhsKBNILHJCODhdD4dqR",364573,"Havohej Pantocrator",22,3.21e-05,0.193,0.95,0.12,6,0.121,-5.662,1,0.13,115.017,3,0.0477,11
"5G0CEKvtkop185LRhreZJm",196946,"If Crucifixion Was Not Enough...",24,0.000152,0.397,0.973,0.0323,1,0.528,-5.4,1,0.0918,132.071,4,0.226,11
"5Rm9Ehs3yEWzTBhjB9vrbE",124613,"Coagvla",19,2.33e-05,0.411,0.906,0.87,11,0.0808,-5.494,1,0.0767,100.534,3,0.156,11
"6einA5cTApe06kE0b3MxAt",238906,"God = Dog",32,4.12e-05,0.389,0.986,0.214,6,0.0384,-5.52,1,0.166,130.081,4,0.0667,11
"0ymJvI72WIB7khBmVG7wOt",301053,"It's All Over Now, Baby Blue - Re-Recorded",20,0.749,0.506,0.425,4.3e-05,10,0.109,-8.401,1,0.0277,94.006,4,0.156,12
"12YtTHoZqE4vcAciMN7xYb",261440,"In My Own Particular Way",21,0.85,0.433,0.488,0.00987,3,0.11,-7.224,0,0.0266,73.016,4,0.279,12
"1WwgtG7axP4Seh4HRmZJq0",172920,"Loneliest Person",16,0.707,0.405,0.581,3.38e-06,3,0.113,-6.494,0,0.0325,72.782,4,0.335,12
"2R7WNvs1ZZegf6gILgolCT",206893,"No Moon in Paris - Radio Edit",14,0.941,0.316,0.2,0.00103,2,0.103,-9.996,1,0.0418,208.566,4,0.291,12
"39qE2hia0Dt5gUEEmkS99W",244213,"Misunderstanding",28,0.927,0.505,0.243,6.13e-05,4,0.166,-12.003,1,0.032,104.722,4,0.333,12
"3einZKnvctHpjwNDGevxPr",216626,"They Come at Night - Alt. Version",13,0.0617,0.265,0.834,0.00656,0,0.262,-5.237,1,0.0423,171.942,5,0.492,12
"4UPOkZbDLym418AdFkvMgy",260693,"Don't Go",16,0.954,0.404,0.254,0.000351,7,0.116,-10.596,0,0.0332,68.653,4,0.097,12
"5zSawxPgGAVhG54Fly7CO6",232493,"As Tears Go By",30,0.819,0.515,0.288,0.00163,4,0.113,-10.997,1,0.0259,96.806,4,0.235,12
"6IA2MnXrjQVIwD2jufil0D",220933,"They Come at Night",19,0.121,0.368,0.735,0.000795,0,0.0797,-7.041,1,0.0317,172.207,4,0.636,12
"6oHfe4Q2xXqR09ydKdP2Am",297560,"Witches Song",18,0.758,0.449,0.481,4.81e-05,2,0.105,-10.028,1,0.0275,106.911,4,0.279,12
"6Pudn7ziBZiZVw45N7F9IA",220680,"The Gypsy Faerie Queen",39,0.679,0.362,0.41,8.49e-05,5,0.145,-8.437,1,0.0323,134.174,4,0.224,12
"6zPLfQrYvQsyfoLmGdIWmO",219680,"Born to Live",20,0.988,0.549,0.198,0.0374,1,0.107,-12.826,1,0.028,83.876,4,0.28,12
"7InrtgkyHF9DBqL8jGHnP2",294613,"No Moon in Paris",21,0.937,0.339,0.182,0.000492,2,0.111,-11.339,1,0.0325,93.063,4,0.268,12
"06EAtSDu3KSoi4fbA3ZjoB",286626,"Crazy, Classic, Life",43,0.0084,0.466,0.706,0.00163,6,0.223,-7.943,0,0.0544,101.009,4,0.149,13
"0GJZUWxQrzAOvFzqyxK9ng",18641,"Jane's Dream",1,0.937,0.657,0.083,0.908,7,0.286,-22.246,1,0.136,103.45,4,0.402,13
"0iC4xzAzu0mmA66HdYy7V9",46636,"Stevie's Dream",33,0.858,0.33,0.282,2.99e-05,2,0.203,-15.25,1,0.0533,108.192,5,0.4,13
"1Z2MfAx1nJ09NzGjodnvRW",302491,"Screwed (feat. Zoë Kravitz)",47,0.0441,0.73,0.681,0.000245,8,0.27,-7.582,0,0.0405,106.017,4,0.446,13
"2EznBGrlmx9wBeYgyDojsA",200338,"I Like That",58,0.0323,0.482,0.453,0.00243,0,0.149,-8.864,1,0.059,134.799,4,0.17,13
"56RfNBJGUgL1ZFCB1KEJrQ",190288,"Django Jane",46,0.49,0.833,0.624,0,11,0.117,-6.306,1,0.325,101.96,4,0.26,13
"5Fw17rh1qEC6YoT32BijNI",247253,"Take a Byte",40,0.00545,0.714,0.558,5.17e-05,7,0.319,-7.767,1,0.0267,103,4,0.237,13
"5gW5dSy3vXJxgzma4rQuzH",194230,"Make Me Feel",64,0.132,0.859,0.413,0,1,0.334,-7.399,1,0.182,115.035,4,0.697,13
"5KE6acpiakjqiIskbWVfxB",246357,"Americans",41,0.00389,0.73,0.766,0.0482,9,0.0829,-6.213,1,0.0475,100.017,4,0.14,13
"5OpiyfqaQLdtwHd3SfembH",240426,"Pynk (feat. Grimes)",51,0.0375,0.672,0.291,3.89e-06,8,0.0925,-7.843,1,0.0897,100.961,4,0.417,13
"5Yfq9uugLFchtFymQQWxgt",226287,"I Got the Juice (feat. Pharrell Williams)",43,0.0758,0.922,0.485,3.39e-05,1,0.601,-7.259,1,0.096,120.156,4,0.395,13
"66jMYG0wj6m6oj8LKvteEn",243808,"So Afraid",35,0.371,0.435,0.293,0.000139,5,0.13,-10.85,1,0.0291,79.983,4,0.0985,13
"6UQDIIEPzeduwXlZE86SOF",360475,"Don't Judge Me",42,0.492,0.679,0.344,0.00385,7,0.379,-12.734,1,0.0411,87.034,4,0.186,13
"7nJZ9LplJ3ZAyhQyJCJk0K",119667,"Dirty Computer (feat. Brian Wilson)",42,0.38,0.45,0.488,3.38e-05,9,0.649,-8.702,1,0.0329,159.965,4,0.272,13
"0WJuu78TRWIFeFt9zOsBTD",89134,"Stop Smoking (We Love You)",49,0.887,0.706,0.223,0.00013,9,0.223,-12.923,1,0.0305,97.235,4,0.308,14
"1Pbs2eCcX9p2onaAvMYvhk",406934,"Bodys",58,0.00136,0.518,0.843,0.0119,2,0.132,-7.361,1,0.0544,143.903,4,0.249,14
"27aQH9DIJ3ozx3dC91Hhjg",798692,"Beach Life-In-Death",54,0.00393,0.247,0.792,0.0895,0,0.393,-7.101,1,0.093,114.49,4,0.26,14
"4HfZE4MBRoOpjIbAD4BUa6",325740,"Nervous Young Inhumans",50,0.0149,0.485,0.32,0.0962,6,0.419,-10.791,0,0.0353,134.032,4,0.335,14
"4puSnA2hoYbFW5fim9XWwz",459347,"High to Death",53,0.131,0.505,0.423,0.0215,0,0.103,-11.324,1,0.0383,106.251,4,0.171,14
"4zQXB3sZrpT2gA3rgYl3sY",172920,"My Boy - Twin Fantasy",54,0.0871,0.568,0.308,0.0418,9,0.128,-9.865,1,0.033,115.078,4,0.379,14
"5LnFURDZ1n3psF1IhjKkfe",970464,"Famous Prophets (Stars)",49,0.0982,0.476,0.326,0.228,9,0.33,-9.597,1,0.0296,137.963,4,0.173,14
"650fmCxQjHBlMy33GehFLc",414162,"Twin Fantasy (Those Boys)",46,0.328,0.335,0.352,0.276,7,0.956,-8.921,1,0.034,113.353,4,0.135,14
"6kOHjAOLz9IvUiRGf72Kec",304427,"Sober to Death",63,0.189,0.512,0.543,0.000649,7,0.323,-6.857,1,0.0343,114.963,4,0.236,14
"7AppWYIm98qFOGVMbNHJSB",339321,"Cute Thing",54,0.00627,0.308,0.744,0.291,10,0.116,-5.162,1,0.0524,114.258,4,0.273,14
"0eOAeqbD5sxU77qdHSYLOY",228693,"Static Resistance",23,0.00136,0.256,0.844,0.933,0,0.52,-8.427,1,0.0564,167.085,4,0.156,15
"2PflXlkILAlNkcAcHlFGSb",315720,"Each Time We Pass",12,0.118,0.467,0.501,0.409,5,0.404,-14.561,1,0.034,100.984,4,0.279,15
"3EFEGPOMV8oXK9y5tMrjV0",340773,"Shortcomings",10,0.0062,0.566,0.69,0.775,9,0.102,-10.27,0,0.0332,127.993,4,0.608,15
"4eiJerfy0COHTjzPWAwZ9r",516520,"Opener",14,0.00728,0.404,0.927,0.854,0,0.118,-10.19,1,0.0474,160.046,4,0.0709,15
"4kJv4XhNZirlrzXlWj0bex",416826,"Negative Space",28,0.00259,0.578,0.341,0.886,0,0.414,-12.139,1,0.0377,124.847,4,0.345,15
"4Vh3esUWniImOnxrSYMnOg",138706,"Boxing Day",10,0.0027,0.469,0.757,0.936,9,0.731,-10.785,0,0.037,147.201,4,0.504,15
"5W1mzAjOcZJq10AZ7NvNPi",240591,"The Soft Season",11,0.547,0.227,0.29,0.855,0,0.124,-15.054,1,0.0362,98.603,3,0.051,15
"5WgDjWqFgxZodWOLa5DUH1",171000,"Reunion",8,0.427,0.26,0.225,0.802,0,0.106,-23.833,1,0.0438,122.839,5,0.0382,15
"6FerCd5LaYFxG9djcbLGOQ",428368,"Ullswater",19,0.000629,0.507,0.873,0.886,7,0.111,-9.198,1,0.0366,155.995,4,0.803,15
"0I4xM54rVG3O570pzGbbQv",223786,"Never Easy",29,0.895,0.548,0.267,0.00593,2,0.104,-11.596,1,0.0269,87.046,4,0.28,16
"2g6kB7QvPfCwddwELovdt5",177106,"Moves Us Blind",28,0.822,0.464,0.296,0.000169,0,0.0992,-10.165,1,0.0296,79.163,4,0.183,16
"2zICLxWuhlxzJM359LNvVF",180666,"Wild Ceaseless Song",22,0.979,0.578,0.147,0.304,0,0.135,-12.476,1,0.0316,79.243,4,0.114,16
"39npSFcaXD8ly6eSe2BeyR",223520,"So Tired",18,0.956,0.484,0.197,0.0046,9,0.0738,-12.306,0,0.0307,110.086,4,0.162,16
"3t9dQLtZPB8dXRu6QrQYLS",191813,"Émigré",46,0.863,0.524,0.382,0.00033,7,0.32,-11.024,1,0.029,91.955,4,0.466,16
"4bu2N6be26fxVhjnYnOYiJ",200866,"Yellow Gold",18,0.853,0.286,0.292,0.0123,2,0.0669,-9.751,1,0.036,83.192,4,0.215,16
"4Xc3w8yYJ1kipqp6Yvk7Zm",225026,"Song for Sandy",18,0.972,0.305,0.153,1.09e-05,11,0.0947,-12.357,0,0.0356,76.616,5,0.322,16
