"","avg_pop","max_pop","min_pop","med_pop","n","id"
"689",29.4,39,23,29.5,10,178
"690",32.25,50,25,30.5,16,1445
"691",28.0833333333333,41,21,26,12,131
"692",32.4,43,27,32,10,1733
"693",36.9,54,28,35.5,10,236
"694",20.3333333333333,31,12,22,9,1035
"695",22.7777777777778,35,16,20,9,1182
"696",1.8,11,0,0,10,1005
"697",38.8461538461538,53,31,36,13,900
"698",22,33,16,19,18,194
"699",22.55,34,16,21.5,20,907
"700",33.3076923076923,47,24,32,13,163
"701",22.6153846153846,33,18,20,13,1052
"702",32.1,41,26,31.5,10,438
"703",30.3636363636364,40,24,30,11,1119
"704",54.4615384615385,72,6,61,13,2249
"705",43.1333333333333,58,12,44,15,587
"706",53.3,65,42,52,10,1100
"707",56.3333333333333,60,51,57,15,2138
"708",53.9230769230769,69,39,56,13,946
"709",29.3636363636364,41,18,31,11,1004
"710",9,18,5,8.5,10,294
"711",37.4545454545455,62,24,29,11,830
"712",23.9090909090909,46,15,23,11,1836
"713",12.3888888888889,23,7,12,18,87
"714",49.9,61,40,50,20,1012
"715",54.25,73,46,52.5,20,1509
"716",63.5625,88,52,60.5,16,2254
"717",42.4545454545455,56,35,42,11,1438
"718",20.875,28,16,19.5,8,1254
"719",6.42857142857143,19,0,4.5,14,213
"720",7.93333333333333,33,3,5,15,280
"721",10.1,26,5,8.5,10,375
"722",6.1,12,3,5.5,10,1042
"723",38.3076923076923,49,33,37,13,2172
"724",27.6875,53,0,25.5,16,985
"725",26.5263157894737,38,19,26,19,1795
"726",33.5294117647059,52,25,31,17,708
"727",26.2307692307692,33,20,27,13,1809
"728",13.375,19,0,14.5,8,229
"729",14.6363636363636,17,12,15,11,1685
"730",4,17,0,2,11,839
"731",28.6363636363636,47,19,28,11,211
"732",8.14285714285714,11,5,8,14,171
"733",25.1111111111111,39,17,25,9,1630
"734",31.3333333333333,43,25,29,15,1586
"735",5.75,31,1,3.5,12,542
"736",56.0909090909091,76,44,53,11,545
"737",14.9333333333333,50,5,12,15,434
"738",23.8,45,12,20,15,1338
"739",10.4615384615385,19,4,8,13,189
"740",35.8125,54,27,36,16,1548
"741",52.9,64,43,54,10,153
"742",60.5833333333333,70,51,60.5,12,1986
"743",18.8,34,13,16,10,1323
"744",19.2,31,12,17.5,10,738
"745",35.75,42,30,35,12,2156
"746",19.1666666666667,29,0,20,18,1094
"747",19.3333333333333,29,14,18,12,716
"748",8,12,4,7,10,1237
"749",62.5454545454545,73,53,63,11,1800
"750",19.2857142857143,37,13,17.5,14,956
"751",23.1666666666667,36,18,22,12,2230
"752",11.3636363636364,39,3,7,11,991
"753",50,82,1,56.5,16,1409
"754",26.5,51,18,22.5,10,495
"755",19.5833333333333,32,15,19,12,886
"756",18.9473684210526,35,13,16,19,205
"757",24.6923076923077,42,17,22,13,1698
"758",33.875,40,31,33,8,1644
"759",27.7777777777778,38,21,27,9,253
"760",49.0909090909091,59,44,50,11,1705
"761",4.41176470588235,11,2,4,17,93
"762",35.6363636363636,44,32,35,11,2094
"763",19.3333333333333,41,0,15,12,1324
"764",55,66,46,56,11,398
"765",51.5294117647059,61,43,50,17,1250
"766",3.08333333333333,9,2,2,12,252
"767",43.9,53,40,42.5,10,1520
"768",36.4444444444444,51,29,35,18,1824
"769",12.8,19,8,13,10,1398
"770",54.0909090909091,62,48,55,11,562
"771",57.5,66,51,57,12,1913
"772",48.4666666666667,63,35,47,15,1315
"773",27.1428571428571,38,22,27,7,196
"774",32.5555555555556,43,26,32,9,1579
"775",10.7,19,6,10,10,110
"776",9.55555555555556,25,4,6,9,765
"777",15.6666666666667,31,10,14,9,1597
"778",19,36,12,15,9,225
"779",7.93333333333333,16,5,8,15,285
"780",5.33333333333333,11,3,5,12,980
"781",4.5,12,2,3.5,12,1320
"782",16,34,9,11.5,10,134
"783",28.5,38,23,28,10,1991
"784",26.6666666666667,38,19,25,6,140
"785",47.2777777777778,60,38,47.5,18,1093
"786",51.125,62,43,50.5,8,180
"787",16.1666666666667,32,9,11.5,12,108
"788",10.2727272727273,19,7,9,11,1303
"789",17.0833333333333,29,10,14.5,12,1731
"790",56.4375,80,47,53.5,16,1283
"791",54.5384615384615,60,52,54,13,1722
"792",19.3636363636364,39,13,17,11,1262
"793",17.8333333333333,38,11,15.5,12,645
"794",27.0833333333333,42,16,23.5,12,1729
"795",29.4,42,24,27.5,10,781
"796",7.81818181818182,22,3,5,11,1483
"797",6.55,18,0,4,20,1454
"798",11,33,6,8,11,1051
"799",77.75,89,72,75.5,12,908
"800",82.6153846153846,92,76,82,13,2010
"801",19,25,14,17.5,10,763
"802",32.8333333333333,44,27,31.5,12,2221
"803",14.7,35,8,11,10,717
"804",14.3333333333333,30,8,11,12,1812
"805",20.6666666666667,33,10,19.5,12,793
"806",46.2,54,41,46,15,1161
"807",42.5,50,38,40.5,14,1760
"808",18.2,29,11,16,10,1465
"809",5.88888888888889,9,4,5,9,379
"810",41.45,62,31,37.5,20,1107
"811",35.8333333333333,49,27,35.5,12,997
"812",8.81818181818182,16,5,8,11,891
"813",32.3333333333333,46,22,31.5,12,735
"814",32.1333333333333,43,23,32,15,1585
"815",24.7692307692308,39,17,20,13,1268
"816",15.3333333333333,27,9,15.5,12,109
"817",6.6,17,3,4,10,440
"818",46.5,67,38,44,20,1850
"819",28,35,21,28,2,2159
"820",44.4166666666667,60,35,41,12,1618
"821",24.6666666666667,35,19,22,9,96
"822",25.375,46,18,21.5,8,459
"823",14.25,31,9,13,8,1468
"824",15.6363636363636,25,8,14,11,269
"825",16.6,29,10,15,10,1332
"826",25,51,14,24,10,838
"827",31.7272727272727,56,22,27,11,1723
"828",19.4,37,11,17,15,1458
"829",19.6,27,13,19.5,10,420
"830",20.7692307692308,33,12,19,13,696
"831",18.375,39,0,18,16,1073
"832",25.8888888888889,43,17,21,9,1431
"833",29.1538461538462,41,21,30,13,1072
"834",9.4,24,5,8,10,1298
"835",10.0909090909091,22,6,9,11,1068
"836",42,60,36,41,15,2162
"837",15,28,8,12,9,15
"838",31.6666666666667,42,26,29,9,143
"839",25.8,34,20,24.5,10,1988
"840",33.4166666666667,46,29,32.5,12,2043
"841",29.7142857142857,34,26,29,7,2013
"842",28.5833333333333,39,21,27,12,648
"843",39.0909090909091,48,33,37,11,2165
"844",18.3,35,13,16.5,10,29
"845",23.6923076923077,42,14,21,13,640
"846",29.1666666666667,46,23,26.5,12,1832
"847",11.1333333333333,31,5,10,15,868
"848",7.5625,16,3,6.5,16,390
"849",58.5714285714286,71,51,57.5,14,1060
"850",20.5555555555556,30,16,19,9,832
"851",30.9473684210526,40,23,29,19,2118
"852",2.13333333333333,13,0,2,15,1413
"853",32.6363636363636,45,24,31,11,1953
"854",7.1,26,2,4.5,10,1061
"855",12.1,33,6,8.5,10,1797
"856",4.25,13,2,3,12,1276
"857",15.2727272727273,30,8,14,11,909
"858",29.4166666666667,41,22,27,12,1950
"859",14.9166666666667,27,8,12.5,12,1235
"860",20.7,33,15,19,10,91
"861",17.1111111111111,27,12,17,9,1641
"862",40.25,53,33,39,12,10
"863",17.578947368421,24,13,17,19,681
"864",36.9166666666667,45,29,35,12,1386
"865",38,49,10,39,14,1645
"866",8.38461538461539,15,4,8,13,1028
"867",12.6,25,7,9.5,10,978
"868",28.75,41,21,27.5,12,1575
"869",62.8,82,53,58,15,551
"870",0.6,2,0,0.5,10,455
"871",41.2,49,35,39.5,10,1626
"872",22.1111111111111,40,15,18,9,1860
"873",48.4545454545455,58,40,46,11,1898
"874",35.9230769230769,53,27,35,13,917
"875",37.4545454545455,45,33,36,11,1669
"876",19,39,13,16,11,325
"877",12.4444444444444,21,7,12,9,625
"878",37.9230769230769,54,29,36,13,413
"879",43.7272727272727,51,39,44,11,2231
"880",36.7,45,31,35,10,1628
"881",54.5,67,47,54,16,1646
"882",11.9166666666667,29,0,9.5,12,224
"883",4.92307692307692,16,2,3,13,305
"884",4.6,11,2,3,10,974
"885",11.5,22,6,11,10,513
"886",27.8333333333333,39,21,27,12,1364
"887",64.8,85,57,61,15,2274
"888",9.44444444444444,26,2,7,9,1367
"889",12.2,29,7,8.5,10,939
"890",28.7,35,23,27.5,10,1828
"891",25.5384615384615,41,19,24,13,372
"892",43.4545454545455,52,38,43,11,2128
"893",43.1666666666667,51,37,41,12,2193
"894",36.25,49,26,34.5,12,932
"895",25.8666666666667,48,16,21,15,1859
"896",3.8,10,1,3,10,1396
"897",11.375,30,4,9,8,1405
"898",9.66666666666667,19,0,10,12,260
"899",13.375,18,10,12.5,8,770
"900",17.8125,30,12,17,16,342
"901",28,41,21,29,11,1851
"902",42.5714285714286,74,26,39,14,456
"903",44.5833333333333,65,35,42.5,12,756
"904",46.8333333333333,65,42,45,12,1744
"905",12.1818181818182,29,7,10,11,1183
"906",31.3,47,26,29.5,10,1686
"907",30.9285714285714,48,24,29,14,1542
"908",2.5,5,1,2.5,12,872
"909",41.2307692307692,56,35,38,13,2031
"910",27.0769230769231,36,21,25,13,578
"911",41.8571428571429,64,1,42.5,14,13
"912",19.6,35,11,17.5,10,1570
"913",53,65,45,52,10,1567
"914",20.2857142857143,32,12,19,7,1117
"915",38.2,52,32,36.5,10,1209
"916",26.7692307692308,33,19,28,13,1735
"917",14.4444444444444,24,10,13,9,1278
"918",13.8333333333333,30,7,13,12,646
"919",42.3,58,34,41,10,1176
"920",48.7333333333333,70,36,49,15,151
"921",26.5555555555556,44,18,25,9,665
"922",44,62,32,45,14,1675
"923",62.7,72,55,61,10,1476
"924",60.5,75,47,60,12,391
"925",66.75,78,59,64.5,12,1831
"926",14.2,22,11,13,15,78
"927",33.9230769230769,39,30,34,13,2275
"928",23.2142857142857,33,16,22,14,524
"929",26,26,26,26,1,996
"930",25.5,34,21,24,8,1573
"931",20.7,42,0,20,10,9
"932",23.2307692307692,32,19,22,13,1130
"933",22.5454545454545,32,15,22,11,56
"934",26.2727272727273,47,18,24,11,1220
"935",6.18181818181818,16,1,3,11,1243
"936",4,12,1,2.5,10,141
"937",22.375,34,18,21,8,624
"938",30.125,38,25,29.5,8,1973
"939",29.7272727272727,40,23,27,11,612
"940",15.8181818181818,35,7,12,11,660
"941",37.4444444444444,46,27,37,9,631
"942",47.6428571428571,61,40,46.5,14,1198
"943",48.0833333333333,57,42,47.5,12,1154
"944",9.55555555555556,23,5,8,9,299
"945",22,45,15,19,11,1435
"946",20.2,38,13,17,10,1213
"947",50.2857142857143,63,42,48.5,14,1114
"948",23,36,17,19,13,1761
"949",13.5454545454545,27,6,10,11,282
"950",31.5,43,25,32,10,829
"951",7.4,9,6,7.5,10,1447
"952",1.84615384615385,6,1,2,13,82
"953",17.25,31,13,15.5,12,344
"954",18.5,27,14,17.5,10,1676
"955",12.1666666666667,25,5,11,12,147
"956",5.2,10,3,4,10,281
"957",24.6666666666667,52,17,20.5,12,639
"958",56,56,56,56,1,1974
"959",45.6,51,40,45.5,10,1934
"960",7.75,11,5,7,8,890
"961",55.5714285714286,70,47,54.5,14,2201
"962",31.8,53,24,29.5,20,430
"963",20.4,30,16,19,10,1846
"964",6.2,12,3,5.5,10,237
"965",7.58333333333333,15,3,7,12,1679
"966",49.3157894736842,71,42,47,19,276
"967",43.4375,65,32,42,16,1543
"968",24,38,16,22.5,12,472
"969",64.1,76,58,62.5,10,1892
"970",23.1818181818182,41,15,21,11,1369
"971",21.8333333333333,36,16,20,12,255
"972",24.4375,38,19,24.5,16,2046
"973",40.1,52,30,38,10,273
"974",19.5384615384615,40,10,18,13,389
"975",19.5,29,12,16.5,8,71
"976",38.1666666666667,48,28,38,12,67
"977",42.6666666666667,48,39,42,9,1745
"978",31.9444444444444,48,25,30,18,37
"979",16.7272727272727,24,13,16,11,1486
"980",5.33333333333333,10,3,5.5,12,428
"981",34.45,58,20,31,20,940
"982",56.5,67,50,56.5,12,160
"983",36.4615384615385,49,29,38,13,1833
"984",3.33333333333333,7,1,3.5,18,195
"985",23.2,41,14,22.5,10,926
"986",13.7777777777778,31,7,14,9,499
"987",0.4,2,0,0,10,530
"988",28.8,45,20,28.5,10,331
"989",42.2777777777778,55,35,41,18,603
"990",42.1428571428571,54,35,40,14,293
"991",67.85,82,61,66.5,20,1065
"992",67.3,80,12,70.5,20,1408
"993",66.4,78,53,67,20,1871
"994",16.4666666666667,26,13,15,15,84
"995",35.8,51,26,34,10,614
"996",36.6,43,31,36.5,10,1997
"997",4.45454545454545,8,2,4,11,944
"998",28.3636363636364,36,24,28,11,2270
"999",34.125,41,26,34,8,1325
"1000",10.3076923076923,27,6,9,13,1703
"1001",37.5,46,33,36.5,12,1609
"1002",50.3076923076923,67,39,47,13,525
"1003",50,66,40,50,14,1694
"1004",34.2,39,31,34,15,490
"1005",59.5882352941176,76,51,58,17,1546
"1006",69.9375,87,51,68.5,16,1917
"1007",43.75,70,34,41,16,561
"1008",25.3,32,20,24,10,1936
"1009",8.6,16,5,8,15,1137
"1010",59.0769230769231,69,48,58,13,6
"1011",50.7333333333333,62,41,50,15,1771
"1012",33.3636363636364,53,22,34,11,1201
"1013",27.5,36,21,26.5,10,133
"1014",41.3333333333333,48,37,41,12,1993
"1015",29.7272727272727,40,23,29,11,1064
"1016",13.7777777777778,23,0,16,9,1399
"1017",21.5,28,17,21.5,10,2125
"1018",59.5333333333333,79,49,54,15,24
"1019",24.1,32,16,24,10,328
"1020",32.1,45,22,30.5,10,1265
"1021",19.5625,38,14,18,16,31
"1022",38.5,52,30,38.5,10,779
"1023",65.1,86,56,64,10,535
"1024",59.3636363636364,74,54,59,11,1079
"1025",62.25,78,50,60,20,1926
"1026",35.8888888888889,47,30,35,9,777
"1027",41.8333333333333,50,34,42,12,2197
"1028",19.8571428571429,31,14,18,14,540
"1029",17.9,29,12,16,10,1140
"1030",32.1818181818182,44,26,31,11,626
"1031",24.2,44,16,19,10,1263
"1032",9.45454545454546,18,6,9,11,1949
"1033",1.5,6,0,1,8,1131
"1034",4.69230769230769,16,2,3,13,1305
"1035",29.7272727272727,39,24,28,11,2058
"1036",36.8888888888889,55,25,33,9,1612
"1037",53.9166666666667,77,42,51.5,12,1545
"1038",52.5882352941176,67,44,50,17,682
"1039",36.875,48,29,35.5,16,1030
"1040",20.5,31,14,19.5,8,1995
"1041",50.4,70,2,56,15,1377
"1042",53.6153846153846,64,47,52,13,2020
"1043",9.30769230769231,42,4,7,13,1896
"1044",16.8333333333333,36,8,16,12,1221
"1045",33.7,43,26,34,10,1145
"1046",24.2222222222222,33,19,24,9,2163
"1047",19.5714285714286,34,9,20,7,161
"1048",37.0769230769231,56,26,35,13,704
"1049",71.3684210526316,82,64,70,19,1962
"1050",37.8125,51,31,36.5,16,1464
"1051",29.0714285714286,40,20,27,14,729
"1052",32.7,47,25,30,10,1453
"1053",37.1666666666667,50,1,38,12,1948
"1054",1.78571428571429,14,0,1,14,669
"1055",57.9411764705882,71,50,58,17,1070
"1056",48.7,55,42,49.5,10,245
"1057",31,35,28,31,12,947
"1058",53.2,64,45,51,10,1293
"1059",54.5882352941176,76,44,51,17,1492
"1060",63.1428571428571,70,58,62,7,59
"1061",37.1,49,31,35.5,10,477
"1062",20.5555555555556,31,14,19,9,754
"1063",42.9166666666667,58,33,42,12,651
"1064",25.2307692307692,39,15,21,13,1011
"1065",35.7777777777778,40,32,36,9,959
"1066",40.6666666666667,45,38,40,9,851
"1067",22.1875,25,19,22,16,1500
"1068",39.7,44,36,39,10,1374
"1069",44.2,54,38,43.5,10,1687
"1070",40.4444444444444,47,37,39,9,1661
"1071",46.8125,57,40,45,16,2236
"1072",38.3571428571429,46,32,38,14,1456
"1073",41.1538461538462,52,32,43,13,710
"1074",46.3333333333333,55,39,46.5,12,2147
"1075",47.0909090909091,60,40,48,11,1827
"1076",49.2727272727273,55,42,51,11,1900
"1077",22.4,36,13,20.5,10,351
"1078",13.1,32,8,10.5,10,1191
"1079",16.9230769230769,29,10,14,13,1741
"1080",26.8,42,19,25,10,2168
"1081",48.3,56,41,48.5,10,2045
"1082",34,42,28,34,15,2068
"1083",50.1111111111111,58,44,51,9,2160
"1084",7,9,5,7,10,259
"1085",35,49,24,33,13,246
"1086",38.2666666666667,49,31,37,15,2129
"1087",13.8,32,8,11.5,10,517
"1088",28.8235294117647,46,21,26,17,537
"1089",43.75,57,35,41.5,16,1474
"1090",16.4545454545455,28,10,17,11,1057
"1091",30.4,36,25,30.5,10,693
"1092",39.9,84,3,51,20,240
"1093",57.6875,76,9,58.5,16,1294
"1094",21.4615384615385,30,15,21,13,816
"1095",7.08333333333333,18,1,6.5,12,408
"1096",40.9,61,28,39.5,10,522
"1097",24.3333333333333,41,17,22,12,332
"1098",29.4545454545455,53,21,28,11,360
"1099",6.625,13,3,6.5,8,678
"1100",3,5,1,3,6,1333
"1101",4.375,9,2,4,8,1753
"1102",18.6,23,15,18,10,2007
"1103",38,54,29,38,10,1251
"1104",71.0714285714286,82,61,70.5,14,592
"1105",61.9333333333333,75,58,61,15,1728
"1106",60.1818181818182,72,54,58,11,1678
"1107",15.6666666666667,26,12,15,9,1295
"1108",19.0714285714286,38,9,15,14,1406
"1109",29.9,50,18,26.5,10,1313
"1110",8.33333333333333,28,5,7,12,1480
"1111",31,43,23,30,11,1300
"1112",29.125,41,21,29,8,1518
"1113",21.7857142857143,31,15,21,14,357
"1114",41.1,52,34,38,10,1096
"1115",28.5,41,21,27,10,1559
"1116",15.4166666666667,32,8,11,12,117
"1117",9.8,26,3,5.5,10,1135
"1118",11.1428571428571,21,7,10,14,2105
"1119",19.5,31,13,17,6,76
"1120",19.5,37,12,17,20,51
"1121",55.0769230769231,69,46,54,13,2261
"1122",0.875,2,0,1,8,1496
"1123",8.11111111111111,10,7,8,9,751
"1124",40.2222222222222,50,32,37,9,633
"1125",52.8,72,39,53,10,366
"1126",47.4545454545455,58,34,46,11,1695
"1127",34.1,54,25,30.5,10,126
"1128",26.25,41,17,23.5,12,1616
"1129",32.3636363636364,43,23,33,11,47
"1130",35,46,29,34,10,2026
"1131",40.8571428571429,58,32,38,14,949
"1132",37.2,43,30,38,10,1469
"1133",44.4285714285714,58,37,41.5,14,2203
"1134",47.5,69,36,43,18,1082
"1135",46.9090909090909,58,39,47,11,1179
"1136",11.5454545454545,22,7,10,11,1623
"1137",17.8181818181818,28,13,16,11,857
"1138",19.7,34,12,16,10,1633
"1139",71.15,81,65,70.5,20,2264
"1140",20.6363636363636,41,8,17,11,1129
"1141",14,30,7,11,10,1783
"1142",62.5333333333333,85,9,63,15,1602
"1143",64.7692307692308,81,58,61,13,215
"1144",33.1578947368421,57,0,51,19,1000
"1145",39.3125,51,32,37,16,1081
"1146",61.5555555555556,70,51,61.5,18,1151
"1147",54.85,67,46,53,20,432
"1148",42.25,55,36,41,20,1538
"1149",40.3125,70,29,37,16,566
"1150",47.4705882352941,72,38,45,17,565
"1151",46.0666666666667,73,37,43,15,563
"1152",35.2142857142857,46,29,34,14,364
"1153",14.1818181818182,34,0,9,11,1791
"1154",5.66666666666667,16,2,5,15,274
"1155",29.4,38,23,28.5,10,1752
"1156",28.9090909090909,36,24,28,11,583
"1157",34.5555555555556,39,31,34,9,1631
"1158",40.6666666666667,61,29,38.5,12,1467
"1159",40.25,72,34,37,20,1434
"1160",43.2,55,34,42,10,572
"1161",48.8421052631579,61,41,47,19,1565
"1162",15,20,8,16,13,1825
"1163",54.2727272727273,75,41,53,11,634
"1164",63.6666666666667,82,53,61.5,12,2140
"1165",3.5,5,2,3.5,8,915
"1166",37.5,62,29,34.5,10,896
"1167",47.7857142857143,56,39,48,14,444
"1168",20.8,21,20,21,10,165
"1169",22.0909090909091,38,14,18,11,1194
"1170",36.7857142857143,57,25,34.5,14,1126
"1171",24.7,41,15,24,10,396
"1172",43.6666666666667,52,37,43,12,1792
"1173",20.5,33,14,18,10,1804
"1174",5,11,2,4,10,60
"1175",13.8,19,10,13,10,2028
"1176",12.2727272727273,20,7,12,11,1584
"1177",23.375,29,18,23.5,8,2136
"1178",55.25,67,46,54,12,1901
"1179",46.0833333333333,59,39,45,12,452
"1180",40,62,0,45.5,16,1564
"1181",28.3076923076923,40,22,28,13,1826
"1182",34.9090909090909,45,28,32,11,2213
"1183",16.125,21,11,16,8,825
"1184",22.3,34,16,20,10,1598
"1185",22.5,34,16,20.5,14,1702
"1186",1.5,3,0,1,10,847
"1187",8.45454545454546,23,4,6,11,190
"1188",3.22222222222222,8,1,3,9,1725
"1189",7.11764705882353,17,4,6,17,1773
"1190",31.4545454545455,36,28,31,11,33
"1191",38.1,44,33,38.5,10,1620
"1192",12.3636363636364,27,6,10,11,966
"1193",52.2,64,40,51,15,999
"1194",58.6,64,56,58.5,10,1952
"1195",15.1428571428571,37,0,19,14,1577
"1196",58.5,76,47,55.5,10,1066
"1197",47,47,47,47,1,128
"1198",24.6,33,16,25.5,10,267
"1199",17.25,31,12,16,12,1155
"1200",37.2,49,31,35.5,10,2205
"1201",12.7142857142857,27,7,12,14,85
"1202",43.8,65,37,43,10,132
"1203",47.4545454545455,56,42,47,11,1600
"1204",14,28,8,11,11,880
"1205",23.3846153846154,42,15,21,13,879
"1206",27.1818181818182,39,21,25,11,1656
"1207",0.2,1,0,0,10,1368
"1208",10.7,31,5,8.5,10,261
"1209",19.5714285714286,26,15,19,7,152
"1210",26,36,20,24,10,1651
"1211",44,51,38,42.5,10,2198
"1212",16.5,22,12,16,8,993
"1213",9.2,17,6,8.5,10,1358
"1214",44.8,73,37,42.5,10,462
"1215",40.125,49,36,39.5,8,2175
"1216",26,36,20,25,15,1034
"1217",29.9,69,0,28.5,20,1063
"1218",38.3333333333333,57,0,38,15,2227
"1219",48.7692307692308,72,39,47,13,1022
"1220",38.5625,59,26,36,16,1596
"1221",62.4,78,47,61,15,1481
"1222",62.6875,75,50,61.5,16,2273
"1223",69.3846153846154,79,61,70,13,247
"1224",65.9166666666667,75,58,65,12,1164
"1225",11.4,32,4,7,10,312
"1226",15,40,7,12.5,10,1444
"1227",31.0625,51,24,30,16,1583
"1228",39.2,54,31,37,15,1008
"1229",46.4285714285714,57,39,47.5,14,1782
"1230",55.0833333333333,66,45,54,12,986
"1231",54.3333333333333,64,48,53.5,12,2081
"1232",16.65,26,0,16,20,1427
"1233",27.8461538461538,42,20,25,13,1762
"1234",34.1818181818182,43,31,33,11,1947
"1235",31.1,41,24,30,10,897
"1236",41.8181818181818,53,37,41,11,1671
"1237",20.8,27,16,21,10,1430
"1238",4.75,14,2,4,12,400
"1239",5.45,13,2,6,20,1743
"1240",34.7,46,27,33,10,609
"1241",45.25,56,34,45.5,12,1380
"1242",49.2,55,44,49.5,10,2252
"1243",45.375,73,32,41.5,16,1050
"1244",24.7,36,16,22.5,10,1238
"1245",39.4,44,33,40,10,124
"1246",3.21428571428571,7,2,3,14,1264
"1247",21.1538461538462,39,13,20,13,12
"1248",12.1818181818182,22,8,11,11,1683
"1249",19,35,10,15,10,44
"1250",12.25,36,3,5,4,1385
"1251",17,26,11,16,11,615
"1252",43.7,48,39,43.5,10,1370
"1253",44,54,40,43,16,1062
"1254",54.7,69,47,52,10,1789
"1255",22.5,34,16,19.5,8,1666
"1256",8.63636363636364,23,3,7,11,286
"1257",12.4545454545455,26,7,10,11,1606
"1258",20.1666666666667,41,12,17,12,491
"1259",16.75,27,13,16,12,120
"1260",17.6666666666667,22,14,18,15,1218
"1261",15.2857142857143,29,11,15,14,819
"1262",45.8461538461538,74,33,43,13,924
"1263",33.4545454545455,46,22,34,11,122
"1264",34.1818181818182,50,26,31,11,2078
"1265",28.1666666666667,45,21,27,12,214
"1266",63.1428571428571,85,55,60.5,14,1928
"1267",12.4545454545455,24,7,11,11,769
"1268",9.27272727272727,26,5,8,11,1653
"1269",31.2631578947368,43,27,31,19,2189
"1270",24.5714285714286,35,18,22,7,193
"1271",30.4285714285714,46,21,27,7,1125
"1272",42.2,52,37,40,15,1655
"1273",9.36363636363636,20,0,9,11,877
"1274",10.25,15,6,10,8,2069
"1275",32.125,49,24,32,16,1384
"1276",15.7142857142857,41,7,11.5,14,323
"1277",4.2,7,3,3,5,1790
"1278",12.1666666666667,31,6,8,12,1724
"1279",1.6875,4,0,1,16,969
"1280",14.5833333333333,30,7,11,12,791
"1281",13.7272727272727,32,8,11,11,2246
"1282",43.2727272727273,71,34,38,11,204
"1283",10.2142857142857,33,5,8.5,14,794
"1284",19.9090909090909,48,12,16,11,666
"1285",23.3333333333333,36,17,21.5,12,2012
"1286",3,17,0,1,10,1909
"1287",22.75,35,16,20.5,12,1717
"1288",38.7,46,35,37.5,10,1134
"1289",47.1538461538462,62,42,46,13,2245
"1290",31.7777777777778,41,25,31,9,1578
"1291",13.7,22,8,13,10,948
"1292",52.6315789473684,80,44,50,19,289
"1293",8.63636363636364,30,3,7,11,627
"1294",15.3571428571429,36,8,10.5,14,1681
"1295",46.5,65,36,45.5,14,721
"1296",53.9411764705882,71,41,52,17,1127
"1297",60.9444444444444,73,51,60,18,2097
"1298",13.1666666666667,15,11,13,6,249
"1299",2,4,1,2,9,642
"1300",19.25,36,12,18,20,1400
"1301",26.75,49,15,20.5,12,32
"1302",32.2857142857143,52,24,27,7,291
"1303",31.8888888888889,40,25,31,9,2154
"1304",8.625,12,5,8.5,8,489
"1305",9.84615384615385,30,0,10,13,1742
"1306",1.4,10,0,0,10,356
"1307",8.91666666666667,23,3,6.5,12,963
"1308",24.4545454545455,40,16,25,11,179
"1309",32.15,39,25,32,20,1341
"1310",19.1111111111111,29,12,15,9,1046
"1311",32.6666666666667,41,26,32,12,397
"1312",45.3333333333333,56,40,44,9,2126
"1313",37.7058823529412,56,27,33,17,821
"1314",37.6666666666667,50,32,37,9,2233
"1315",20.5,32,14,19,10,1280
"1316",54.3,83,42,50.5,10,284
"1317",5,22,1,3,11,684
"1318",45.7142857142857,55,37,44.5,14,577
"1319",23.5,42,11,17.5,10,295
"1320",20.25,46,12,19,12,474
"1321",22,37,16,18.5,12,1868
"1322",15.0909090909091,27,10,14,11,2149
"1323",56.7,78,44,51,20,479
"1324",55.5789473684211,66,48,54,19,1852
"1325",7.7,18,4,5.5,10,933
"1326",24.4545454545455,35,17,24,11,972
"1327",29.7,40,21,28,10,557
"1328",30.9090909090909,43,25,30,11,2243
"1329",66,79,56,64,15,1423
"1330",0.583333333333333,1,0,1,12,136
"1331",18.1111111111111,26,13,18,9,534
"1332",43.1428571428571,68,33,37.5,14,701
"1333",48.5333333333333,70,40,45,15,2014
"1334",10.8461538461538,38,4,8,13,239
"1335",64.6428571428571,84,51,61.5,14,19
"1336",59.6363636363636,67,53,60,11,2021
"1337",30.5,42,19,31,10,72
"1338",23.7857142857143,46,16,22,14,1009
"1339",17.5,33,0,17,16,508
"1340",37.7857142857143,51,27,37.5,14,492
"1341",37.4,51,30,36,10,2257
"1342",11.8,24,6,9.5,10,502
"1343",14.9230769230769,31,8,11,13,1497
"1344",11.4166666666667,19,6,10.5,12,362
"1345",12,24,8,10,11,1537
"1346",12.7,28,6,11,10,671
"1347",18.3,28,14,16.5,10,1757
"1348",35.6666666666667,45,30,35.5,12,1781
"1349",14.5555555555556,26,9,12,9,383
"1350",24.4545454545455,35,17,23,11,1637
"1351",23.0909090909091,40,16,20,11,300
"1352",29,41,23,28,12,2169
"1353",30.125,40,23,30,8,844
"1354",8.46153846153846,17,5,8,13,673
"1355",12.3333333333333,22,7,12,12,1635
"1356",24.75,34,20,22.5,12,1075
"1357",32.6363636363636,40,25,33,11,1540
"1358",21.5,33,14,19,10,1159
"1359",31.6,53,24,28,20,1089
"1360",12.1818181818182,30,8,10,11,405
"1361",27.8571428571429,50,20,23.5,14,409
"1362",8,11,6,8,12,35
"1363",19.8333333333333,24,17,19,6,116
"1364",20.375,28,16,18.5,8,786
"1365",38.45,48,31,38,20,2211
