"avg_pop","max_pop","min_pop","med_pop","n","id"
31.2,41,24,29,10,"drdog2018criion"
3.18181818181818,7,1,3,11,"neilfinn2018ligper"
8.58333333333333,20,4,6.5,12,"artbrut2018whaout"
17.5,33,0,17,16,"mnek2018lanage"
7.85714285714286,12,5,8,7,"titusandronicus2018aprugh"
41.5333333333333,56,32,42,15,"thevoidz2018virtue"
58.8666666666667,82,49,57,15,"aaprocky2018tesing"
3.52631578947368,8,2,3,19,"raydavies2018ourct2"
11.5,22,6,11,10,"jaakkoeinokalevi2018outuch"
5.7,15,2,4,10,"shyboys2018beluse"
16.0588235294118,25,10,16,17,"orbital2018monist"
34,48,26,32.5,12,"chromeo2018heaels"
13.8,32,8,11.5,10,"kylecraft2018fulare"
65.7,84,54,64,20,"drake2018scoion"
3,13,0,1,11,"thecoral2018movawn"
17.0769230769231,32,11,15,13,"fischerspooner2018sirsir"
35.1538461538462,48,22,32,13,"tinashe2018joyide"
40.9,61,28,39.5,10,"lakestreetdive2018frefup"
12.8666666666667,25,0,13,15,"tysegall2018joyjoy"
23.2142857142857,33,16,22,14,"jeffgoldblum2018theons"
50.3076923076923,67,39,47,13,"jungle2018forver"
41,49,33,40,10,"theprodigy2018notsts"
36.1,50,25,35.5,10,"stillcorners2018sloair"
26.1428571428571,33,18,26,7,"unknownmortalorchestra2018ic0noi"
0.0769230769230769,1,0,0,13,"agravewithnoname2018pasver"
0.4,2,0,0,10,"joshtpearson2018theits"
13.8,19,7,14.5,10,"wearescientists2018meglex"
31.75,44,24,30,8,"smashingpumpkins2018shisun"
35.4,48,25,33,15,"snowpatrol2018wiless"
18.1111111111111,26,13,18,9,"ministry2018ameant"
65.1,86,56,64,10,"kanyewest2018yeye"
46.55,61,38,46,20,"muse2018simory"
28.8235294117647,46,21,26,17,"kylieminogue2018golden"
27.9,51,16,26,10,"nilerodgers2018itsime"
4,9,1,4,9,"themen2018driift"
19.8571428571429,31,14,18,14,"katenash2018yesver"
31.0833333333333,51,20,26,12,"tommorello2018theund"
5.75,31,1,3.5,12,"gengahr2018wheows"
61.6153846153846,75,49,62,13,"eminem2018kamaze"
50.9444444444444,82,41,48.5,18,"annemarie2018speind"
56.0909090909091,76,44,53,11,"georgeezra2018staras"
29.2142857142857,42,20,28.5,14,"palewaves2018mymses"
27.3333333333333,42,20,23.5,12,"stonetemplepilots2018sto018"
9.07692307692308,15,7,8,13,"animalcollective2018taneef"
46,57,36,44,14,"mumfordsons2018dellta"
30.1333333333333,43,0,30,15,"thekooks2018letine"
62.8,82,53,58,15,"imaginedragons2018oriins"
25.1666666666667,35,16,25.5,12,"richardashcroft2018natbel"
53.3,59,47,54,10,"falloutboy2018mannia"
44.4285714285714,53,39,43,7,"nas2018nassir"
44.6,57,35,40.5,10,"disturbed2018evoion"
28.6666666666667,48,18,27,9,"dashboardconfessional2018croows"
29.7,40,21,28,10,"mileskane2018couace"
27.5,36,21,26,14,"ericclapton2018hapmas"
29.2,51,20,26,15,"craigdavid2018thenow"
0.785714285714286,5,0,0,14,"dereksmalls2018smaing"
43.75,70,34,41,16,"justintimberlake2018manods"
54.0909090909091,62,48,55,11,"gretavanfleet2018antrmy"
46.0666666666667,73,37,43,15,"lilyachty2018nutove"
68.4444444444444,84,55,67,18,"postmalone2018beeeys"
47.4705882352941,72,38,45,17,"lilyachty2018lilat2"
40.3125,70,29,37,16,"lilxan2018totchy"
37.1875,56,30,34,16,"sting2018448876"
62.3,73,42,65,10,"xxxtentacion2018skiins"
58.8461538461538,77,44,58,13,"6ix9ine2018dumboy"
41.7272727272727,51,37,41,11,"nickcavethebadseeds2019ghoeen"
53.7,68,46,52.5,10,"weyesblood2019titing"
43.2,55,34,42,10,"littlesimz2019grerea"
22.1176470588235,36,15,21,17,"baroness2019golrey"
19.0769230769231,36,0,17,13,"raphaelsaadiq2019jimlee"
27.75,43,18,28,16,"rapsody2019eveeve"
61.6363636363636,79,52,60,11,"dave2019psyama"
45.7142857142857,55,37,44.5,14,"michaelkiwanuka2019kiwuka"
27.0769230769231,36,21,25,13,"jamilawoods2019legacy"
38,54,30,35,11,"angelolsen2019allors"
39.7894736842105,64,2,45,19,"solange2019wheome"
54.4285714285714,73,44,52.5,14,"slipknot2019weaind"
29.9,37,25,29.5,10,"refused2019warsic"
28.9090909090909,36,24,28,11,"linguaignota2019calula"
38.7777777777778,58,29,40,9,"aldousharding2019desner"
51.2222222222222,63,42,52,9,"fkatwigs2019magene"
33,52,23,33,11,"brittanyhoward2019jaiime"
43.1333333333333,58,12,44,15,"freddiegibbs2019banana"
21.8,34,15,20.5,20,"billcallahan2019sheest"
37.4166666666667,50,30,36.5,12,"bigthief2019ufofof"
25.8,45,17,22,10,"catelebon2019reward"
35.3,44,30,35.5,10,"purplemountains2019purins"
71.0714285714286,82,61,70.5,14,"lanadelrey2019norell"
38.7,59,30,34.5,10,"sharonvanetten2019remrow"
71.3333333333333,85,63,69.5,12,"arianagrande2019thaext"
26.9166666666667,39,19,25.5,12,"bobkrlic2019midack"
40.3846153846154,54,33,39,13,"sandyalexg2019hougar"
32.8181818181818,44,26,34,11,"fontainesdc2019dogrel"
19.3,29,13,19,10,"chai2019pununk"
15.8125,37,10,12.5,16,"rhiannongiddens2019theher"
8.16666666666667,20,4,5.5,12,"edwyncollins2019badbea"
40.3636363636364,48,33,41,11,"pup2019moruff"
47.9166666666667,64,34,48,12,"denzelcurry2019zuuzuu"
42.2777777777778,55,35,41,18,"jpegmafia2019alllls"
34,49,23,30.5,14,"yola2019walire"
27.8333333333333,40,19,28.5,12,"bedouine2019birjoy"
11.6153846153846,24,7,10,13,"tinariwen2019amajar"
25,31,20,24.5,4,"sunno2019liftal"
25,34,16,25,20,"opeth2019incnum"
34.7,46,27,33,10,"mannequinpussy2019patnce"
37.6,51,30,38,10,"bigthief2019twonds"
25.3529411764706,41,0,24,17,"nilüferyanya2019misrse"
29.7272727272727,40,23,27,11,"jennylewis2019ontine"
55.7692307692308,64,46,56,13,"bringmethehorizon2019amoamo"
35.8,51,26,34,10,"juliajacklin2019cruing"
17,26,11,16,11,"marikahackman2019anyend"
21.8,36,13,20,10,"vanishingtwin2019theogy"
17.1818181818182,25,12,16,11,"thetwilightsad2019itwime"
34.4666666666667,55,22,37,15,"teebs2019anicca"
20.1666666666667,34,14,19.5,12,"sleafordmods2019etoive"
23.6666666666667,38,16,21,12,"spellling2019mazfly"
6.61111111111111,13,3,4.5,18,"themuffs2019nohday"
24.5555555555556,33,16,26,9,"elbow2019giazes"
8.3,19,4,7,10,"thedelines2019theial"
22.375,34,18,21,8,"jennyhval2019theove"
12.4444444444444,21,7,12,9,"interarma2019sulish"
32.1818181818182,44,26,31,11,"katetempest2019theons"
8.63636363636364,30,3,7,11,"megabog2019doline"
39.6153846153846,54,34,38,13,"brucespringsteen2019wesars"
28.6,38,21,26.5,10,"devintownsend2019empath"
22.3333333333333,26,20,21,3,"bethgibbons2019henive"
37.4444444444444,46,27,37,9,"jessicapratt2019quigns"
37.1111111111111,55,31,36,9,"thomyorke2019aniima"
40.2222222222222,50,32,37,9,"leonardcohen2019thance"
54.2727272727273,75,41,53,11,"lizzo2019cuzyou"
6,14,3,4.5,12,"peterperrett2019humrld"
32.0714285714286,49,24,30,14,"sudanarchives2019athena"
36.9090909090909,42,31,36,11,"dannybrown2019uknyin"
35,46,28,34,9,"thecometiscoming2019truery"
24.6666666666667,52,17,20.5,12,"joanshelley2019liksea"
23.6923076923077,42,14,21,13,"hovvdy2019heater"
24.8,36,17,23.5,10,"tanyatucker2019whivin"
2,4,1,2,9,"mekons2019dested"
28.7368421052632,49,18,26,19,"sampathegreat2019theurn"
10,13,8,10,5,"pharmakon2019devour"
17.8333333333333,38,11,15.5,12,"handhabits2019plader"
13.8333333333333,30,7,13,12,"jaydag2019sigges"
23.6666666666667,30,19,22.5,6,"thecometiscoming2019theife"
28.5833333333333,39,21,27,12,"hotchip2019abaasy"
15.5454545454545,43,8,12,11,"bassekoukouyatengoniba2019miriri"
29.5454545454545,47,19,29,11,"shura2019forher"
42.9166666666667,58,33,42,12,"kimpetras2019claity"
21.8888888888889,27,18,21,9,"blackbelteaglescout2019attnds"
2.11111111111111,5,1,2,9,"commonholly2019wheing"
49.2142857142857,68,42,47,14,"carolinepolachek2019panang"
47.1538461538462,59,34,48,13,"boogie2019eveale"
71.6428571428571,84,17,75,14,"billieeilish2019wheego"
42.5,56,34,41,12,"muna2019savrld"
22.6363636363636,45,11,14,11,"robertellis2019texman"
20,36,12,18.5,8,"octoocta2019resody"
15.8181818181818,35,7,12,11,"jescahoop2019stoild"
30.5,42,23,29.5,10,"themurdercapital2019whears"
41.375,62,34,39.5,16,"slowthai2019notain"
18.6153846153846,34,13,18,13,"plaid2019polmer"
26.5555555555556,44,18,25,9,"jaysom2019anakko"
19.9090909090909,48,12,16,11,"mavisstaples2019wegtby"
63.3636363636364,77,54,64,11,"rammstein2019ramein"
16.4166666666667,33,10,13.5,12,"stefchura2019midght"
1.78571428571429,14,0,1,14,"kevinrichardmartin2019sirens"
40.3846153846154,61,29,38,13,"thejapanesehouse2019gooing"
12.7,28,6,11,10,"modernnature2019howive"
8.46153846153846,17,5,8,13,"moormother2019anales"
59.1875,72,51,59.5,16,"stormzy2019heaead"
19.1,33,13,16.5,10,"aveytare2019cowond"
23.5,30,18,22.5,10,"richarddawson2019202020"
25.3,43,16,22.5,10,"vagabon2019vagbon"
6.625,13,3,6.5,8,"lambchop2019thiyou"
37.1111111111111,60,29,36,9,"awingedvictoryforthesullen2019theive"
11.4,22,7,9,10,"billorcutt2019oddrow"
17.578947368421,24,13,17,19,"idles2019abelan"
52.5882352941176,67,44,50,17,"kaytranada2019bubbba"
10.3636363636364,29,4,9,11,"bloodredshoes2019getgic"
5,22,1,3,11,"michaelchapman2019trurth"
20.5,28,15,19.5,8,"pelican2019nigies"
42.4444444444444,61,31,40,18,"vampireweekend2019fatide"
53.1818181818182,63,46,52,11,"andersonpaak2019venura"
11.4166666666667,21,8,10.5,12,"bobmould2019sunock"
13,20,7,12.5,10,"cavein2019finion"
25.1,33,19,26,10,"deerhunter2019whyred"
11.4,29,6,8.5,10,"adalea2019whaate"
40.4285714285714,53,31,38.5,14,"2chainz2019rapgue"
30.4,36,25,30.5,10,"ladispute2019panama"
8.44444444444444,14,4,9,9,"robertforster2019infrno"
12,40,5,9,12,"shannonlay2019august"
20.7692307692308,33,12,19,13,"hollyherndon2019prooto"
41.2222222222222,47,37,40,9,"blackmidi2019scheim"
14.5,38,7,11,10,"brucehornsby2019absero"
46.3333333333333,57,34,48.5,12,"durandjonestheindications2019ameall"
28.8333333333333,42,23,27,12,"chelseawolfe2019birnce"
43.1428571428571,68,33,37.5,14,"mirandalambert2019wilard"
2.44444444444444,13,0,1,9,"riantreanor2019ataxia"
17.35,42,8,14,20,"theraconteurs2019helger"
37.0769230769231,56,26,35,13,"kelseylu2019bloood"
58,76,47,56.5,12,"stevelacy2019apoxxi"
31.6923076923077,45,24,31,13,"stelladonnelly2019bewogs"
2.75,9,1,2,12,"trupatrupa2019oftsun"
33.5294117647059,52,25,31,17,"garyclarkjr2019thiand"
14,31,7,11,9,"dawn2019neweed"
41.1538461538462,52,32,43,13,"kingprincess2019cheeen"
8.08333333333333,14,5,7,12,"viviangirls2019memory"
24.3636363636364,35,17,25,11,"charlybliss2019youugh"
54.1,73,43,50,10,"fayewebster2019atllub"
43.3333333333333,69,32,41,15,"ajtracey2019ajtcey"
10.5,31,6,8.5,18,"nakhane2019youdie"
19.3333333333333,29,14,18,12,"girlband2019theies"
14.7,35,8,11,10,"haydenthorpe2019divner"
53.9,64,44,55,10,"tool2019fealum"
39.2,49,27,41,10,"boyharsher2019carful"
67.8333333333333,82,9,72,12,"tylerthecreator2019igogor"
46.5,65,36,45.5,14,"megantheestallion2019fevver"
26.375,42,17,24.5,16,"floatingpoints2019latles"
14.125,17,12,14,8,"williambasinski2019ontime"
38.1666666666667,49,30,36.5,12,"floatingpoints2019cruush"
36.8,46,28,36.5,10,"diiv2019decver"
8.1,28,2,4,10,"nérija2019bluume"
25.2727272727273,50,18,23,11,"wilco2019odejoy"
20,41,15,17,10,"sheermag2019adiall"
29.0714285714286,40,20,27,14,"kevinmorby2019ohmgod"
32.7272727272727,41,26,31,11,"amylandthesniffers2019amyers"
29.75,49,19,25,16,"bibio2019ribons"
33.1111111111111,52,21,31,9,"drugdealer2019rawney"
12.8,18,9,13,10,"stevemason2019aboght"
16,19,13,16,4,"fennesz2019agoora"
32.3333333333333,46,22,31.5,12,"heladonegro2019thiile"
55.1538461538462,69,42,54,13,"samfender2019hyples"
14.5,37,7,10,10,"piroshka2019bribat"
19.2,31,12,17.5,10,"giantswan2019giawan"
41.5,61,33,39,16,"thenational2019iamind"
24.3636363636364,36,17,24,11,"ezrafurman2019twedes"
12.75,23,9,11.5,16,"steveearlethedukes2019guyguy"
20.0714285714286,25,16,19.5,14,"vanmorrison2019thruth"
25,35,17,26.5,10,"williamtyler2019goeest"
5.55555555555556,10,0,5,9,"teethofthesea2019wraith"
27.875,41,22,27,8,"americanfootball2019amelp3"
21.8181818181818,33,16,20,11,"torche2019admion"
32.7272727272727,47,1,34,11,"showmethebody2019dogtle"
7.7,12,4,8,10,"swervedriver2019futins"
30.25,51,23,29,20,"flyinglotus2019flagra"
42,60,33,38.5,10,"andrewbird2019myfyet"
8.11111111111111,10,7,8,9,"leescratchperry2019raiord"
51.2,68,42,50,10,"crumb2019jininx"
24,29,20,25,11,"richardhawley2019furher"
20.5555555555556,31,14,19,9,"kimgordon2019nohord"
25,40,18,21,17,"selfesteem2019comase"
44.5833333333333,65,35,42.5,12,"jamesblake2019assorm"
16.1111111111111,25,11,15,9,"whitedenim2019sidcts"
50.3846153846154,64,45,50,13,"boniver2019iiii"
14.75,20,11,14,8,"blanckmass2019aniild"
1.58333333333333,3,1,1,12,"thefutureheads2019powers"
3.45454545454545,8,1,2,11,"trashkit2019horzon"
10.5833333333333,27,5,8.5,12,"palehound2019bladay"
19,25,14,17.5,10,"hatchie2019keeake"
46.8,55,41,46,15,"charlixcx2019charli"
9.55555555555556,25,4,6,9,"gruffrhys2019panang"
18.0909090909091,30,10,17,11,"sleaterkinney2019theold"
43.4166666666667,59,35,41,12,"thehighwomen2019themen"
28.9,39,19,28,10,"fatwhitefamily2019sersup"
12.4545454545455,24,7,11,11,"martha2019loving"
13.375,18,10,12.5,8,"jambinai2019ondnda"
10.4545454545455,21,4,9,11,"féliciaatkinson2019thesel"
23.0714285714286,30,16,22,14,"ohsees2019facber"
38.7,52,32,38,10,"thechemicalbrothers2019nogphy"
15.7,23,11,16.5,10,"earth2019fulips"
44.8,52,39,45,10,"sturgillsimpson2019souury"
11,19,7,9.5,6,"omarsouleyman2019shllon"
35.8888888888889,47,30,35,9,"kareno2019luxima"
20.3333333333333,40,13,17,9,"stevegunn2019theeen"
38.5,52,30,38.5,10,"kano2019hoomer"
6.18181818181818,16,2,6,11,"swindle2019nommal"
29.4,42,24,27.5,10,"hannahdiamond2019refons"
38.7272727272727,58,29,38,11,"rivalsons2019ferots"
21.0588235294118,26,15,20,17,"variousartists2019tinght"
5.91666666666667,13,3,5,12,"thelongryders2019psyoul"
51.5789473684211,70,40,49,19,"youngthug2019somfun"
20.375,28,16,18.5,8,"mounteerie2019lospt2"
21,28,16,20.5,6,"timhecker2019anooyo"
19.0666666666667,50,8,12,15,"soak2019griown"
13.6666666666667,24,10,13,12,"tysegall2019firste"
7.91666666666667,15,4,7,12,"neilyoungcrazyhorse2019colado"
14.5833333333333,30,7,11,12,"mattiel2019satory"
14.6,29,8,11.5,10,"craigfinn2019inewar"
20.6666666666667,33,10,19.5,12,"hayescarll2019whatis"
10.2142857142857,33,5,8.5,14,"mavisstaples2019livdon"
50.0833333333333,75,42,46,12,"youtellme2019youlme"
22.7272727272727,58,11,17,11,"cassmccombs2019tipere"
25.6666666666667,47,13,23.5,12,"chromatics2019clorey"
7,9,4,7.5,4,"sarahdavachi2019paloom"
5.77777777777778,11,3,5,9,"rustinman2019driode"
44.4666666666667,52,38,44,15,"carlyraejepsen2019dedted"
24.8461538461538,55,13,21,13,"thewho2019whowho"
17.8333333333333,45,9,16.5,12,"clinic2019wheers"
20.1,32,14,19,10,"tindersticks2019notope"
41.6428571428571,56,31,41,14,"devendrabanhart2019mama"
15,41,9,12,13,"pedrothelion2019phonix"
74.8333333333333,84,67,74,18,"taylorswift2019lovver"
52.2307692307692,63,44,51,13,"skepta2019igniss"
71.2352941176471,86,59,70,17,"postmalone2019holing"
21.5454545454545,42,15,19,11,"thenewpornographers2019inthts"
7.5,24,3,4.5,8,"sarahlouise2019nigars"
6,8,4,6,9,"croatianamor2019isaisa"
16.5,33,9,13,10,"roziplain2019whaost"
21,48,11,15.5,10,"fionnregan2019calala"
5.95,18,1,4,20,"thewaterboys2019whenis"
16.7,31,10,15.5,10,"pipblom2019boaoat"
21.4615384615385,30,15,21,13,"ladytron2019ladron"
24,40,16,20,7,"thecinematicorchestra2019tobeve"
45.5,54,40,44.5,10,"betteroblivioncommunitycenter2019better"
15.2857142857143,29,11,15,14,"marklaneganband2019soming"
3.3,9,1,2,10,"sacredpaws2019runsun"
37.7058823529412,56,27,33,17,"metronomy2019metver"
12.8181818181818,24,7,12,11,"thecoathangers2019thenow"
16.4,26,11,15,10,"drahla2019usetes"
9.27272727272727,20,3,7,11,"theslp2019theslp"
16.125,21,11,16,8,"loscil2019equnts"
9.72727272727273,28,4,6,11,"stealingsheep2019bigows"
4.36363636363636,16,2,3,11,"feels2019posrth"
29.1111111111111,43,24,26,9,"theclaypoollennondelirium2019souity"
31.5,43,25,32,10,"jimmyeatworld2019suring"
37.4545454545455,62,24,29,11,"fruitbats2019golife"
36.3571428571429,56,25,34.5,14,"foals2019evept1"
20.5555555555556,30,16,19,9,"htrk2019venleo"
33.6666666666667,54,23,29,12,"angelodeaugustine2019tomomb"
45.25,59,36,43.5,12,"sigrid2019sucnch"
11,26,6,8,12,"priests2019thesas"
15.55,27,0,16,20,"amandapalmer2019theion"
7.36363636363636,18,3,6,11,"toy2019haplow"
25,51,14,24,10,"hissgoldenmessenger2019terder"
4,17,0,2,11,"gauche2019apeche"
47.4,66,36,47,10,"blackpumas2019blamas"
25.5,31,23,25.5,12,"themountaingoats2019inlons"
17.6,31,10,15,10,"damienjurado2019intorm"
22.3,42,14,17,10,"cochemea2019allons"
30.125,40,23,30,8,"moonduo2019staght"
15,31,10,12.5,16,"thedivinecomedy2019offics"
17.4666666666667,35,10,15,15,"wand2019lauter"
1.5,3,0,1,10,"lostunderheaven2019lovome"
24.6666666666667,33,18,24,9,"tropicalfuckstorm2019braops"
24.7,37,15,24,10,"pond2019tasnia"
14.4,25,9,12,10,"exhex2019itseal"
40.6666666666667,45,38,40,9,"kinggizzardthelizardwizard2019infest"
20.2727272727273,32,14,18,11,"willienelson2019ridome"
19.8,34,14,17.5,10,"carladalforno2019looarp"
0.5,2,0,0,10,"desperatejournalist2019insous"
38.25,52,31,36.5,8,"variousartists2019des112"
44.5454545454545,57,37,46,11,"aurora2019steman"
17.8181818181818,28,13,16,11,"lightningbolt2019sondel"
33.7,49,26,31.5,10,"whitereaper2019youove"
1.72727272727273,4,1,1,11,"royaltrux2019whiuff"
45.0833333333333,64,38,43.5,12,"orvillepeck2019ponony"
15.5,26,11,14,10,"chastitybelt2019chaelt"
25.375,36,19,22.5,8,"calexico2019yeaurn"
15.6363636363636,24,11,13,11,"omni2019netker"
40.7857142857143,53,32,40,14,"earthgang2019mirand"
27.7,41,21,26.5,10,"nightmoves2019candme"
9.45454545454546,21,4,7,11,"annameredith2019fibibs"
36.4,64,0,42,20,"beyoncé2019theift"
11.1333333333333,31,5,10,15,"howegelb2019gatred"
27.1818181818182,38,20,24,11,"blackmarble2019bigife"
34.6363636363636,43,25,39,11,"thecranberries2019intend"
6.90909090909091,13,3,7,11,"tinyruins2019olyrls"
2.5,5,1,2.5,12,"jamesyorkston2019theium"
31.3636363636364,41,27,30,11,"beck2019hypace"
36.3571428571429,56,25,34.5,14,"foals2019evept2"
34.9333333333333,55,28,31,15,"theregrettes2019howove"
14.9230769230769,28,8,13,13,"sneaks2019higsis"
9.36363636363636,20,0,9,11,"matmos2019plaary"
7.85714285714286,22,3,6,7,"bodega2019shidel"
23.3846153846154,42,15,21,13,"lukasnelsonpromiseofthereal2019turden"
14,28,8,11,11,"lucyrose2019noweft"
12.8571428571429,34,8,11,14,"chrissiehyndethevalvebonewoeensemble2019valwoe"
4.41666666666667,9,2,4,12,"bukeandgase2019schars"
31.2,42,24,29.5,10,"batforlashes2019losrls"
25.25,39,20,22.5,12,"emilyking2019sceery"
15.3,25,10,13,10,"tacocat2019thiace"
19.5833333333333,32,15,19,12,"glenhansard2019thiing"
41.1538461538462,53,34,39,13,"banks2019iiiiii"
30.5833333333333,36,23,31.5,12,"twodoorcinemaclub2019falarm"
18.4,30,11,15,10,"aabondy2019endess"
7.75,11,5,7,8,"joejackson2019fooool"
8.81818181818182,16,5,8,11,"heatherwoodsbroderick2019invion"
10.5,18,6,9.5,12,"cduncan2019health"
24,32,19,22.5,4,"sunno2019pyrsts"
18.4,35,12,15.5,10,"vetiver2019upoigh"
58.6,79,47,57,10,"rexorangecounty2019ponony"
37.5,62,29,34.5,10,"localnatives2019vioeet"
31.1,41,24,30,10,"malibuken2019malken"
60.5454545454545,80,52,58,11,"clairo2019immity"
11.2,30,6,9,10,"stephenmalkmus2019groied"
38.8461538461538,53,31,36,13,"frankcartertherattlesnakes2019ending"
5.86666666666667,10,3,6,15,"sebadoh2019actsed"
22.0909090909091,36,15,20,11,"battles2019juipts"
14.2307692307692,34,6,8,13,"pixx2019smaies"
17.3,37,10,15,10,"alexlahey2019thelub"
4.5,13,2,3,12,"dublonde2019lunddy"
11.8181818181818,25,5,10,11,"yanntiersen2019allall"
22.55,34,16,21.5,20,"frankiecosmos2019clotly"
77.75,89,72,75.5,12,"harrystyles2019finine"
15.2727272727273,30,8,14,11,"ibibiosoundmachine2019dokien"
14.8333333333333,23,10,15,12,"swans2019leaing"
20.1111111111111,45,9,14.5,18,"africaexpress2019egooli"
16.8888888888889,26,13,15,9,"xiuxiu2019giruit"
34.9,47,27,34,10,"thetallestmanonearth2019iloeam"
3.5,5,2,3.5,8,"lloydcole2019gueork"
37.9,54,28,35.5,10,"whitney2019forund"
35.9230769230769,53,27,35,13,"injuryreserve2019injrve"
6,12,3,5,12,"spielbergs2019thiend"
27.4166666666667,34,22,26.5,12,"teganandsara2019heyyou"
11,19,6,11.5,10,"titusandronicus2019anoisk"
36.25,48,29,34,12,"themenzingers2019helile"
53.1666666666667,73,43,51,12,"brockhampton2019ginger"
9.28571428571429,18,5,9,14,"whitefence2019ihaawk"
45.8461538461538,74,33,43,13,"markronson2019latngs"
19.2,27,15,19,10,"theholdsteady2019thrion"
23.2,41,14,22.5,10,"joshritter2019fevaks"
32.4166666666667,48,25,31.5,12,"beirut2019galoli"
54.6153846153846,66,46,54,13,"cagetheelephant2019socues"
40.3846153846154,53,30,42,13,"ryx2019unfurl"
28.8,44,22,26,10,"sasami2019sasami"
19.7,35,12,16,10,"strandofoaks2019eraand"
36.25,49,26,34.5,12,"jadebird2019jadird"
7.7,18,4,5.5,10,"mikalcronin2019seeker"
29,51,20,25,8,"tycho2019weaher"
16.75,25,11,16.5,8,"blackmountain2019desyer"
9.81818181818182,33,2,6,11,"pavopavo2019mysour"
34.3,43,25,34.5,10,"cherryglazerr2019stuady"
6.33333333333333,26,2,4,12,"thesoftcavalry2019thelry"
12.2,29,7,8.5,10,"jackpeñate2019aftyou"
34.45,58,20,31,20,"jordanrakei2019origin"
12.3333333333333,15,9,13,12,"theflaminglips2019kinngs"
1.44444444444444,4,0,1,9,"redriverdialect2019abusts"
7.54545454545455,23,3,5,11,"yak2019puress"
4.45454545454545,8,2,4,11,"julianahatfield2019weiird"
12,17,9,11,9,"thesenewpuritans2019insose"
53.9230769230769,69,39,56,13,"freenationals2019freals"
31,35,28,31,12,"khruangbin2019haselo"
13.7,22,8,13,10,"meatpuppets2019dustes"
40.8571428571429,58,32,38,14,"liamgallagher2019whynot"
70.2857142857143,80,63,69,7,"bts2019mapona"
29.8,42,23,28,10,"alexcameron2019miaory"
0.2,1,0,0,5,"alexandertucker2019guiver"
56.1538461538462,75,47,54,13,"dababy2019kirirk"
28.1538461538462,39,0,27,13,"fidlar2019almree"
20.4,35,13,16.5,20,"thespecials2019encore"
19.2857142857143,37,13,17.5,14,"girlpool2019whaary"
46.8333333333333,61,37,45.5,12,"theblackkeys2019letock"
17.3076923076923,37,9,15,13,"rosielowe2019yuyu"
35.7777777777778,40,32,36,9,"kinggizzardthelizardwizard2019fisies"
29.6,46,21,30,15,"clipping2019theood"
16.8,27,11,13.5,10,"apparat2019lp5lp5"
39.5,58,30,37,14,"bloodorange2019angape"
8.91666666666667,23,3,6.5,12,"mercuryrev2019bobted"
49.8571428571429,68,40,48,14,"snohaalegra2019ughain"
38.4,54,28,38,10,"patrickwatson2019wavave"
12.3636363636364,27,6,10,11,"lowerdens2019theion"
4.625,24,0,1,8,"womanshour2019ephyra"
26.8888888888889,37,20,25,9,"thebrianjonestownmassacre2019thecre"
1.6875,4,0,1,16,"matthewherbertbigband2019thenus"
21.8461538461538,37,15,20,13,"starcrawler2019devyou"
55.8125,66,46,56,16,"coldplay2019eveife"
24.4545454545455,35,17,24,11,"mikekrol2019powrds"
42.6,57,33,39.5,10,"toroymoi2019outace"
4.6,11,2,3,10,"itasca2019spring"
25.8888888888889,35,20,26,9,"thedrums2019bruism"
51.4375,69,43,49,16,"offset2019fatof4"
47.9090909090909,60,39,47,11,"bastille2019dooays"
12.6,25,7,9.5,10,"iggypop2019freree"
14.9,30,8,12.5,10,"penelopeisles2019untsin"
5.33333333333333,11,3,5,12,"guidedvoices2019swegue"
17.1,31,9,14,10,"snappedankles2019stuury"
25.3529411764706,38,15,26,17,"sherylcrow2019thrads"
22.8333333333333,30,19,22,12,"czarface2019czaace"
7.2,9,6,7,10,"teen2019goouit"
27.6875,53,0,25.5,16,"gangstarr2019oneyet"
55.0833333333333,66,45,54,12,"maggierogers2019heaife"
16.1428571428571,33,0,18.5,14,"ceremony2019intnow"
0.142857142857143,2,0,0,14,"angelho2019deaher"
58.6428571428571,75,51,57,14,"camilacabello2019romnce"
37.5384615384615,66,21,35,13,"pnk2019hurman"
11.3636363636364,39,3,7,11,"girlray2019girirl"
3.33333333333333,6,1,3,3,"thurstonmoore2019spisel"
16.5,22,12,16,8,"lustforyouth2019lusuth"
24.8,32,16,25,5,"follakzoid2019ii"
43.9,61,31,43,20,"chancetherapper2019theday"
26,26,26,26,1,"jefflynneselo2019froere"
35.8333333333333,49,27,35.5,12,"health2019volear"
21.5,33,13,21,10,"twinpeaks2019loolow"
52.2,64,40,51,15,"loylecarner2019noting"
33.1578947368421,57,0,51,19,"lilpeep2019eveing"
17.8888888888889,23,13,17,9,"pandabear2019buooys"
39.4166666666667,52,31,38,12,"dido2019stiind"
43.5454545454545,56,35,42,11,"ofmonstersandmen2019feveam"
29.3636363636364,41,18,31,11,"friendlyfires2019infent"
1.8,11,0,0,10,"francislung2019dreisu"
8.22222222222222,23,4,5,9,"perryfarrell2019kinven"
43.2857142857143,66,24,41,14,"yg20194reeal"
39.2,54,31,37,15,"madonna2019madmex"
23.7857142857143,46,16,22,14,"mndsgn2019snaaxx"
11.5,23,7,11,12,"ride2019thiace"
25.2307692307692,39,15,21,13,"kindness2019somwar"
49.9,61,40,50,20,"future2019futzrd"
25.25,41,15,25.5,20,"pixies2019benrie"
22.5454545454545,31,16,22,11,"common2019letove"
