"avg_pop","max_pop","min_pop","med_pop","n","id"
33.6153846153846,54,21,28,13,"allahlas2019lahahs"
6.625,15,4,5.5,8,"coseyfannitutti2019tuttti"
51.4285714285714,65,44,47,14,"schoolboyq2019craalk"
24.1428571428571,34,16,24,14,"thedarkness2019easled"
26.1,52,18,24,20,"djshadow2019ourage"
19.6666666666667,41,13,17,12,"bleached2019donugh"
12.1111111111111,18,8,11,9,"efterklang2019altmen"
48.7692307692308,72,39,47,13,"macdemarco2019herboy"
3.45454545454545,10,1,3,11,"tallies2019talies"
15,27,9,11,13,"doonkanda2019labnth"
40.9285714285714,54,33,41,14,"babymetal2019metaxy"
64.5555555555556,78,55,63,9,"cigarettesaftersex2019crycry"
16.1666666666667,35,9,14,12,"ratboy2019intown"
8.38461538461539,15,4,8,13,"idlewild2019intsic"
13.8571428571429,23,8,11.5,14,"chikchikchik2019wallop"
36.875,48,29,35.5,16,"keane2019cauect"
13,23,9,11,10,"drenge2019strres"
38.3,52,33,36,20,"célinedion2019couage"
21.0769230769231,32,14,21,13,"belleandsebastian2019dayost"
26,36,20,25,15,"m832019dsvvii"
20.3333333333333,31,12,22,9,"foxygen2019seeple"
16,24,9,15,13,"violentfemmes2019hotort"
47,68,12,46,13,"cuco2019parami"
2.1,5,1,1.5,10,"filthyfriends2019emeley"
14.3076923076923,24,7,14,13,"thelemonheads2019varns2"
9.47058823529412,13,7,9,17,"williampatrickcorgan2019cotons"
29.2857142857143,57,20,22,7,"chakakhan2019heless"
6.1,12,3,5.5,10,"gangoffour2019hapnow"
13.5263157894737,18,9,13,19,"why2019aokhio"
40.7333333333333,63,31,38,15,"rickross2019pormi2"
20.4545454545455,35,14,19,11,"temples2019hotion"
19.1111111111111,29,12,15,9,"methylethel2019triage"
51.4,62,45,50,15,"blink1822019ninine"
21,32,15,18,10,"taylorhawkinsthecoattailriders2019getney"
8.71428571428571,13,6,8,7,"boris2019lovvol"
45.375,73,32,41.5,16,"marenmorris2019girirl"
11,33,6,8,11,"harrynilsson2019losnnd"
22.6153846153846,33,18,20,13,"frankturner2019nomand"
22.4545454545455,31,15,21,11,"peterdohertytheputamadres2019petres"
5.9,11,3,5.5,10,"sleeper2019theage"
13.1,29,0,15,20,"unkle2019theway"
17.5384615384615,31,10,15,13,"robbierobertson2019sintic"
16.4545454545455,28,10,17,11,"l72019scaats"
25.1111111111111,44,18,21,9,"yeasayer2019erouns"
29.2,39,23,29.5,10,"silversunpickups2019wideds"
58.5714285714286,71,51,57.5,14,"hozier2019wasaby"
7.1,26,2,4.5,10,"ianbrown2019riples"
44,54,40,43,16,"marina2019lovear"
29.9,69,0,28.5,20,"mabel2019higons"
29.7272727272727,40,23,29,11,"kaiserchiefs2019ducuck"
67.85,82,61,66.5,20,"juicewrld2019deaove"
58.5,76,47,55.5,10,"lsd2019lablsd"
49.3333333333333,63,34,48,15,"djkhaled2019fatahd"
10.0909090909091,22,6,9,11,"honeyblood2019inpght"
5.8,21,0,5,15,"nas2019thesii"
57.9411764705882,71,50,58,17,"khalid2019frerit"
48.3,58,42,48.5,10,"weezer2019weebum"
29.1538461538462,41,21,30,13,"homeshake2019helium"
18.375,39,0,18,16,"hollywoodvampires2019risise"
61.5333333333333,76,51,60,15,"edsheeran2019no6ect"
24.75,34,20,22.5,12,"morrissey2019calson"
16.9166666666667,34,8,15,12,"thedandywarhols2019whyazy"
28.5384615384615,42,21,26,13,"theavettbrothers2019cloher"
45.9166666666667,65,38,43.5,12,"avrillavigne2019heater"
59.3636363636364,74,54,59,11,"kanyewest2019jesing"
33.8,41,29,34,10,"weezer2019weebum"
39.3125,51,32,37,16,"lilpump2019harout"
47.5,69,36,43,18,"liampayne2019lp1lp1"
46.8461538461538,59,39,46,13,"fionaapple2020feters"
40.5,47,37,40,10,"bobdylan2020rouays"
33.9230769230769,49,25,32,13,"perfumegenius2020setely"
24.75,45,0,27,16,"creeper2020sexoid"
67,72,58,67,11,"phoebebridgers2020punher"
33.8666666666667,50,25,32,15,"pasalieu2020senape"
31.6,53,24,28,20,"mosessumney2020grægræ"
47.3636363636364,58,41,47,11,"runthejewels2020rtjtj4"
50.9230769230769,62,45,50,13,"rinasawayama2020sawama"
18.2222222222222,33,12,17,9,"bccamplight2020shooff"
47.2777777777778,60,38,47.5,18,"haim2020womiii"
19.1666666666667,29,0,20,18,"gilscottheron2020werven"
72.9375,84,65,72,16,"taylorswift2020folore"
41.1,52,34,38,10,"lauramarling2020sonter"
71.1818181818182,83,59,71,11,"dualipa2020futgia"
38.3636363636364,51,32,36,11,"waxahatchee2020saioud"
46.5833333333333,61,37,42.5,12,"yvestumor2020heaind"
53.3,65,42,52,10,"freddiegibbs2020alfedo"
44,51,37,42.5,12,"brucespringsteen2020letyou"
13.8125,26,6,12.5,16,"neilyoung2020homown"
4.4,9,1,4,10,"mysteryjets2020abiats"
40,51,34,37.5,20,"themicrophones2020mic020"
18.125,27,8,18,8,"crackcloud2020paiics"
12.2142857142857,21,0,12.5,14,"beatricedillon2020worund"
41.45,62,31,37.5,20,"headieone2020edndna"
51.1,56,45,52,10,"deftones2020ohmhms"
14.1111111111111,22,11,13,9,"thesoftpinktruth2020shaase"
40.5333333333333,59,32,37,15,"fleetfoxes2020shoore"
46,53,41,44,11,"pvris2020useeme"
36.8,46,30,36.5,10,"róisínmurphy2020róiine"
19.4,37,14,17,10,"baxterdury2020theers"
50.2857142857143,63,42,48.5,14,"jhus2020bigacy"
9.58333333333333,18,5,8,12,"shirleycollins2020heaase"
22.8947368421053,39,12,21,19,"porridgeradio2020evebad"
20.2857142857143,32,12,19,7,"jarvis2020beyale"
30.0909090909091,48,21,27,11,"thisisthekit2020offfon"
30.3636363636364,40,24,30,11,"frazeyford2020ukisun"
12.5333333333333,21,7,11,15,"napalmdeath2020thrism"
14.9090909090909,24,9,12,11,"nadineshah2020kitink"
38.8,59,0,40,20,"theavalanches2020wewyou"
22.7,30,17,21.5,10,"billcallahan2020golord"
23.0769230769231,44,12,17,13,"thejameshuntersix2020nicime"
30.4285714285714,46,21,27,7,"marylattimore2020silers"
36.7857142857143,57,25,34.5,14,"lomelda2020hannah"
53.9411764705882,71,41,52,17,"megantheestallion2020gooews"
16.6363636363636,36,12,14,11,"oumousangaré2020acotic"
20.6363636363636,41,8,17,11,"lillyhiatt2020waloof"
23.2307692307692,32,19,22,13,"jeffrosenstock2020nodeam"
1.5,6,0,1,8,"katiegately2020loooom"
67.6666666666667,79,61,66,15,"taylorswift2020eveore"
30.3636363636364,40,23,30,11,"fontainesdc2020aheath"
38.7,46,35,37.5,10,"maxrichter2020voices"
9.8,26,3,5.5,10,"lauraveirs2020myecho"
23.375,31,20,22.5,8,"pallbearer2020forays"
8.6,16,5,8,15,"jyoti2020mambet"
42.4545454545455,57,34,42,11,"biffyclyro2020acengs"
13.6428571428571,24,9,12,14,"bobmould2020blurts"
17.9,29,12,16,10,"katenv2020roooon"
19.5454545454545,25,15,20,11,"blakemills2020mutset"
50.3333333333333,74,41,45,15,"thundercat2020ititis"
30.3636363636364,43,23,29,11,"everythingeverything2020reator"
10.8235294117647,28,4,8,17,"billfay2020couhes"
33.7,43,26,34,10,"kellyleeowens2020innong"
22.1666666666667,30,16,22.5,12,"williambasinski2020lamons"
8.1,15,4,6,10,"sonicboom2020allual"
16,29,12,15,11,"coriky2020coriky"
9.09090909090909,21,4,7,11,"nojoy2020motood"
30.0714285714286,42,24,27.5,14,"codeorange2020undath"
61.5555555555556,70,51,61.5,18,"liluzivert2020eteake"
47.3636363636364,61,42,46,11,"adriannelenker2020sonals"
32.5,48,22,29,12,"caribou2020sudnly"
48.0833333333333,57,42,47.5,12,"jessieware2020whaure"
17.25,31,12,16,12,"lucindawilliams2020gooels"
5.66666666666667,18,2,5,12,"thebug2020inblue"
39.8461538461538,57,32,37,13,"charleycrockett2020welmes"
18,27,12,17,11,"shabakatheancestors2020weaory"
21.5,33,14,19,10,"mosesboyd2020darter"
13.6,30,7,11.5,10,"ohmme2020fanost"
46.2,54,41,46,15,"hayleywilliams2020petmor"
31.1428571428571,42,23,29,7,"anaroxanne2020becwer"
12.2222222222222,22,6,10,9,"thurstonmoore2020bytire"
65.9166666666667,75,58,65,12,"macmiller2020cirles"
23.5454545454545,40,14,22,11,"brandyclark2020youord"
32.4545454545455,43,26,30,11,"touchéamoré2020lament"
47.5,60,40,46.5,12,"childishgambino2020315520"
22.6363636363636,33,17,21,11,"angelolsen2020whoess"
33.9090909090909,53,27,31,11,"norahjones2020picoor"
23.1,42,13,19.5,10,"nadiareid2020outnce"
15.6666666666667,28,10,15,12,"thecribs2020nigork"
24.6,38,19,22,10,"workingmensclub2020worlub"
35.3636363636364,61,23,35,11,"ashleymcbryde2020nevill"
4.33333333333333,8,3,4,9,"rustinman2020cloust"
8.4,13,5,7,5,"thedreamsyndicate2020theide"
42.3,58,34,41,10,"jayelectronica2020awrony"
9.7,31,2,5,10,"donbryant2020youeel"
14.6,37,0,21,15,"rizahmed2020thebye"
46.9090909090909,58,39,47,11,"liannelahavas2020liavas"
17,32,9,16,10,"otherlives2020forove"
11.2,17,0,11,15,"owenpallett2020island"
22.7777777777778,35,16,20,9,"francesquinlan2020likise"
12.1818181818182,29,7,10,11,"jamesdeanbradfield2020eveile"
25.5833333333333,40,18,24,12,"thenudeparty2020midnor"
25.2307692307692,34,19,24,13,"nicolasjaar2020cenzas"
7.6,13,4,7,10,"brigidmaepower2020heater"
23.75,42,19,21,8,"tonyallen2020rejice"
20.8571428571429,35,14,18,14,"sparks2020astrip"
19.25,30,14,17.5,8,"aawilliams2020forlue"
58,72,51,59,9,"victoriamonét2020jaguar"
13.1,32,8,10.5,10,"kiwijr2020fooney"
10.7,19,7,10,10,"throwingmuses2020sunket"
7.66666666666667,20,2,4,9,"sixorgansofadmittance2020comses"
22.0909090909091,38,14,18,11,"loma2020donway"
23.25,34,15,23,12,"openmikeeagle2020anirce"
49.7272727272727,56,45,51,11,"charlixcx2020hownow"
3.36363636363636,8,1,2,11,"nazar2020guella"
47.6428571428571,61,40,46.5,14,"jessiereyez2020beflus"
9.25,17,0,9.5,12,"cornershop2020engden"
36.5,39,33,37,10,"thewarondrugs2020livugs"
33.3636363636364,53,22,34,11,"kacyclayton2020plauet"
34.6428571428571,52,0,35,14,"conwaythemachine2020frogod"
17.5333333333333,31,11,16,15,"paulweller2020onsset"
42.1666666666667,54,36,41,12,"thechicks2020gaster"
67.6,75,59,69,20,"bts2020mapul7"
23,29,17,24,12,"rufuswainwright2020unfles"
29.25,47,19,27,12,"empressof2020imysof"
21.6,41,17,19,10,"steveearlethedukes2020ghonia"
38.2,52,32,36.5,10,"jasonisbellandthe400unit2020reuons"
12.6363636363636,20,7,13,11,"x2020alpand"
10.375,25,4,6.5,8,"ooioo2020nijusi"
26.1,36,22,25,10,"protomartyr2020ultday"
20.2,38,13,17,10,"jessylanza2020allime"
15.5384615384615,39,0,15,13,"usgirls2020heaght"
17.2727272727273,23,13,17,11,"autechre2020sigign"
41,59,32,37.5,10,"soccermommy2020colory"
28.4615384615385,56,20,26,13,"rustonkelly2020sharoy"
17.6666666666667,22,14,18,15,"marklanegan2020strrow"
39.6923076923077,66,2,44,13,"chloexhalle2020ungour"
26.2727272727273,47,18,24,11,"jefftweedy2020loving"
16.8333333333333,36,8,16,12,"keleketla2020keltla"
48.875,55,40,49.5,8,"denzelcurry2020unlked"
39.4,47,34,39,10,"declanmckenna2020zerros"
7.63636363636364,20,0,7,11,"shamir2020shamir"
42.7647058823529,51,38,42,17,"dualipa2020clubum"
31.7857142857143,40,25,31,14,"brighteyes2020dowwas"
25.1176470588235,41,0,25,17,"oneohtrixpointnever2020magver"
59.1428571428571,78,48,59,14,"chrisstapleton2020staver"
13.1111111111111,18,8,12,9,"owen2020theche"
6.5,10,4,6,8,"arbouretum2020letlin"
25.6666666666667,40,19,24,9,"nubyagarcia2020source"
37.1818181818182,62,22,35,11,"paulmccartney2020mcciii"
11.7272727272727,30,5,9,11,"bananagun2020trugun"
7.88888888888889,22,3,6,9,"aoifenessafrances2020lanion"
14.9166666666667,27,8,12.5,12,"ibreakhorses2020warngs"
3.66666666666667,4,3,4,3,"thenecks2020thrree"
8,12,4,7,10,"girlfriday2020andary"
24.7,36,16,22.5,10,"margoprice2020thated"
27.2,49,20,23.5,10,"courtneymarieandrews2020olders"
22.6363636363636,41,14,18,11,"woods2020strain"
47.5833333333333,53,41,48.5,12,"beabadoobee2020fakers"
0.888888888888889,6,0,0,9,"danielblumberg2020ononon"
6.18181818181818,16,1,3,11,"jehnnybeth2020tolive"
14.5714285714286,27,9,13.5,14,"badlydrawnboy2020banoes"
5.08333333333333,10,2,3,12,"renharvieu2020revama"
21.0909090909091,27,16,21,11,"mrbungle2020theemo"
38.5263157894737,51,28,37,19,"100gecs2020100ues"
33.9090909090909,45,29,33,11,"andyshauf2020theine"
67.8666666666667,83,56,66,15,"21savage2020saveii"
51.5294117647059,61,43,50,17,"gorillaz2020sonmez"
38,54,29,38,10,"lambofgod2020lamgod"
41.4545454545455,54,29,45,11,"carolinerose2020suptar"
31.375,39,27,30.5,8,"nineinchnails2020ghoher"
20.875,28,16,19.5,8,"fuzz2020iiiiii"
42.7857142857143,64,0,41.5,14,"070shake2020modndi"
31.0666666666667,44,25,29,15,"sufjanstevens2020theion"
12.6,22,9,12,10,"stephenmalkmus2020traues"
17.2,25,12,15.5,10,"destroyer2020havmet"
20.7777777777778,37,14,16,9,"anjimile2020givker"
12.3333333333333,18,10,13,9,"drivebytruckers2020thewok"
25.3076923076923,32,21,25,13,"theflaminglips2020ameead"
19.3636363636364,39,13,17,11,"hamiltonleithauser2020theife"
24.2,44,16,19,10,"kathleenedwards2020totdom"
3.21428571428571,7,2,3,14,"mariamckee2020lavova"
32.1,45,22,30.5,10,"kamaalwilliams2020wuhhen"
15,28,9,12,10,"samprekop2020commma"
74.9285714285714,91,66,70.5,14,"theweeknd2020afturs"
24.7692307692308,39,17,20,13,"helenadeland2020somnew"
15.4545454545455,29,10,13,11,"orlandoweeks2020quiing"
23,40,13,20,10,"rollingblackoutscoastalfever2020sidaly"
11,17,7,9,9,"wire2020minive"
7.75,19,4,7,12,"andyouwillknowusthetrailofdead2020xthies"
37.3,56,24,33.5,10,"bdrmm2020bedoom"
16.1,26,12,15,10,"disq2020coltor"
38.5,51,31,35.5,14,"thechats2020higour"
4.25,13,2,3,12,"ianwilliamcraig2020redoke"
13.25,34,5,12,16,"nadasurf2020nevher"
14.4444444444444,24,10,13,9,"jasonmolina2020eigtes"
15.8888888888889,29,11,15,9,"drivebytruckers2020theing"
20.5,32,14,19,10,"metz2020atling"
13.75,22,9,12,12,"old97s2020twefth"
69.5,84,52,68.5,8,"bts2020bebe"
56.4375,80,47,53.5,16,"halsey2020mannic"
2.4,5,1,2,10,"sirrichardbishop2020oneary"
12.0909090909091,36,5,8,11,"pottery2020weltel"
13.8,21,9,13,10,"doves2020theant"
38.5625,59,29,34.5,16,"riconasty2020nigion"
24.2666666666667,29,21,24,15,"nineinchnails2020ghosts"
38.4666666666667,51,30,36,15,"entershikari2020notble"
40,47,35,38.5,12,"puscifer2020exiing"
36.8333333333333,46,31,35.5,12,"pearljam2020gigton"
18.125,28,14,16.5,8,"pigspigspigspigspigspigspigs2020visals"
53.2,64,45,51,10,"khruangbin2020morhai"
57.6875,76,9,58.5,16,"ladygaga2020chrica"
15.6666666666667,26,12,15,9,"lanternsonthelake2020spoerd"
40.5,51,35,39,12,"carlyraejepsen2020deddeb"
21.9,46,11,16.5,10,"swampdogg2020soreit"
9.4,24,5,8,10,"homesick2020bigise"
21.5,38,13,19.5,10,"bambara2020strray"
31,43,23,30,11,"larkinpoe2020selman"
13.65,19,8,13.5,20,"wiley2020theer3"
23,35,0,24.5,20,"royceda592020theory"
10.2727272727273,19,7,9,11,"halfwaif2020theker"
24.1538461538462,53,16,21,13,"sharonjonesthedapkings2020jussin"
4.69230769230769,16,2,3,13,"katievonschleicher2020conion"
30.7272727272727,49,21,29,11,"thebigmoon2020waledo"
33.125,49,24,31.5,16,"clipping2020visned"
11.75,22,7,10.5,8,"uniform2020shaame"
6.25,18,3,5.5,12,"timburgess2020ilosky"
32.2307692307692,47,25,29,13,"sorry2020925925"
3,4,2,3,8,"cabaretvoltaire2020shaear"
17.6153846153846,34,12,15,13,"basiabulat2020areove"
29.9,50,18,26.5,10,"låpsley2020thrter"
62.75,78,53,60,12,"tameimpala2020theush"
48.4666666666667,63,35,47,15,"grimes2020misene"
52.4166666666667,63,46,50.5,12,"acdc2020powrup"
40.2,73,1,41,20,"tydollaign2020feaign"
16.5,31,11,14.5,12,"thejayhawks2020xoxoxo"
1.1,3,0,1,10,"adulktlife2020booses"
4.5,12,2,3.5,12,"gumcountry2020somere"
11.3333333333333,32,2,7,9,"nzcalines2020purury"
31.5,43,20,30.5,10,"dizzeerascal2020e3a3af"
18.8,34,13,16,10,"ghostpoet2020igreep"
19.3333333333333,41,0,15,12,"gordi2020ourins"
34.125,41,26,34,8,"juliannabarwick2020heacle"
34.8,45,28,33.5,10,"thebeths2020jumers"
38.8,59,31,35,10,"bonnylighthorseman2020bonman"
21,35,13,16,9,"samamidon2020samdon"
17.5555555555556,27,8,19,9,"bettyelavette2020blards"
28.1764705882353,59,16,25,17,"actress2020karire"
25.3846153846154,33,21,26,13,"themountaingoats2020getves"
16.6,29,10,15,10,"hinds2020therse"
3,5,1,3,6,"lambchop2020tririp"
5.375,18,2,3,8,"vladislavdelay2020rakkka"
19.2,32,13,18,20,"agcook2020appple"
10.0833333333333,24,5,8.5,12,"squirrelflower2020iwaing"
43.25,61,33,42,12,"alliex2020capgod"
23.8,45,12,20,15,"georgia2020seells"
48.8888888888889,78,38,45,9,"beachbunny2020honoon"
48,61,37,47,13,"benee2020heyyux"
32.15,39,25,32,20,"metallica2020sm2ive"
24.5833333333333,44,15,22.5,12,"westerman2020youead"
9.7,21,6,8,10,"shopping2020alling"
19.8181818181818,42,9,13,11,"nicoleatkins2020itaice"
11.2,22,5,9.5,10,"damienjurado2020whaboy"
42.6666666666667,52,34,41,9,"tennis2020swimer"
18.8333333333333,27,13,18.5,12,"thepsychedelicfurs2020madain"
33.6923076923077,50,23,28,13,"dehd2020floion"
44.9090909090909,52,39,46,11,"ozzyosbourne2020ordman"
13.2222222222222,20,8,12,9,"wastedshirt2020funsii"
17.25,33,9,16,12,"sportsteam2020deeppy"
4.72727272727273,9,2,4,11,"sad132020hauing"
13.4285714285714,26,9,12,14,"elviscostello2020heyace"
9.1,12,6,9.5,10,"benwatt2020stoage"
23.5,41,17,23,14,"realestate2020theing"
8.6,22,0,6,15,"dreamnails2020dreils"
44.4444444444444,66,33,40.5,18,"aliciakeys2020alicia"
9.2,17,6,8.5,10,"lydialoveless2020dauter"
22.9090909090909,37,1,21,11,"fantasticnegrito2020havyet"
15.3333333333333,23,10,14,9,"torres2020silgue"
25.3,46,15,22,10,"mymorningjacket2020watlii"
42.3636363636364,54,34,44,11,"samia2020theaby"
9,15,6,8.5,10,"emmythegreat2020aprril"
27.8333333333333,39,21,27,12,"jackgarratt2020loving"
23.8,40,15,23.5,10,"pretenders2020hatale"
16.4545454545455,33,9,16,11,"emmaswift2020blocks"
9.44444444444444,26,2,7,9,"jackielynn2020jacine"
0.2,1,0,0,10,"lukehaines2020beasts"
23.1818181818182,41,15,21,11,"johnmoreland2020lp5lp5"
43.7,48,39,43.5,10,"marilynmanson2020weaaos"
14.3333333333333,30,9,11,9,"braids2020shaing"
11.8823529411765,27,6,10,17,"sarahdavachi2020canant"
39.7,44,36,39,10,"kinggizzardthelizardwizard2020kgkg"
29,38,19,27.5,10,"travis202010sngs"
28.5833333333333,44,20,27.5,12,"fennelily2020breach"
50.4,70,2,56,15,"kehlani2020itwsnt"
12.2727272727273,31,5,10,11,"dreamwife2020sownna"
33.25,38,28,33,8,"brianfallon2020locney"
45.25,56,34,45.5,12,"marcusking2020eldado"
20.25,37,14,18,12,"bully2020sugegg"
41.7272727272727,51,32,43,11,"carseatheadrest2020makpen"
15,36,0,16,10,"shabazzpalaces2020theams"
32.125,49,24,32,16,"mattberninger2020serson"
12.25,36,3,5,4,"mariedavidson2020renown"
36.9166666666667,45,29,35,12,"idles2020ultono"
10.1111111111111,21,5,8,9,"naeem2020stasha"
32,45,25,30,10,"nothing2020gremal"
50.1,60,43,49.5,10,"thekillers2020impage"
12.9,30,6,10.5,10,"danielavery2020illime"
12.5384615384615,23,4,11,13,"sløtface2020sorply"
24.4,41,14,25,10,"aliceboman2020dremon"
32.9090909090909,40,27,34,11,"pinegrove2020marold"
58.8461538461538,81,47,55,13,"selenagomez2020rarare"
19.8,38,10,16.5,10,"deradoorian2020finsun"
3.8,10,1,3,10,"jadehairpins2020harnue"
7.45454545454545,15,4,6,11,"napeyes2020snaner"
12.8,19,8,13,10,"gregdulli2020ranire"
13.7777777777778,23,0,16,9,"kaitlynaureliasmith2020theion"
19.25,36,12,18,20,"melaniec2020meliec"
21,35,13,20,9,"squarepusher2020beullo"
21.6666666666667,36,14,20.5,12,"blacklips2020sinart"
15.5,23,10,14,10,"ofmontreal2020urffun"
10.1,26,6,8.5,10,"erasure2020theeon"
11.375,30,4,9,8,"jagajazzist2020pyrmid"
19.0714285714286,38,9,15,14,"lapriest2020genene"
34,47,24,30.5,10,"christianleehutson2020begers"
67.3,80,12,70.5,20,"juicewrld2020legdie"
50,82,1,56.5,16,"glassanimals2020dreand"
21.9090909090909,39,14,18,11,"mward2020migies"
31.5833333333333,53,22,29.5,12,"cults2020hosost"
48.7142857142857,59,34,49.5,14,"aminé2020limmbo"
2.13333333333333,13,0,2,15,"humanist2020humist"
15.8181818181818,27,11,14,11,"deerhoof2020futsts"
65.3333333333333,78,59,63,9,"thestrokes2020themal"
27.4,42,21,26,10,"petshopboys2020hotpot"
8.125,16,4,7,8,"noveller2020arrrow"
5.36363636363636,12,0,4,11,"alani2020acccca"
27.1666666666667,37,21,25,12,"muzz2020muzuzz"
0.769230769230769,3,0,1,13,"spinningcoin2020hyanth"
23.4166666666667,35,17,23,12,"thelemontwigs2020sonlic"
19.3333333333333,31,11,16,12,"nickhakim2020wilood"
66,79,56,64,15,"mileycyrus2020plarts"
67.25,82,60,65,20,"playboicarti2020whored"
24.5454545454545,34,14,24,11,"willienelson2020firing"
34.8181818181818,50,27,36,11,"dmas2020thelow"
16.65,26,0,16,20,"magneticfields2020quiies"
15.1764705882353,31,0,15,17,"publicenemy2020whaown"
6.75,14,2,5.5,8,"cableties2020farugh"
20.8,27,16,21,10,"mandymoore2020silngs"
25.8888888888889,43,17,21,9,"holyfuck2020delter"
31.375,34,28,31.5,8,"sigurrós2020odigic"
11.85,37,6,8,20,"baauer2020plamad"
40.25,72,34,37,20,"littlemix2020contti"
22,45,15,19,11,"jesswilliamson2020soress"
44.6666666666667,62,34,41,12,"arca2020kiccki"
38.3636363636364,60,29,38,11,"bombaybicycleclub2020eveong"
42.4545454545455,56,35,42,11,"futureislands2020aslare"
5.16666666666667,23,1,2.5,12,"annaburch2020ifying"
9.45454545454546,16,4,9,11,"brookebentham2020eveing"
6,13,3,4,12,"mourn2020selrth"
39.3,49,33,38,10,"agnesobel2020myopia"
21.7058823529412,40,12,20,17,"dandeacon2020mysiar"
15,40,7,12.5,10,"madelinekenney2020sucnch"
32.25,50,25,30.5,16,"fourtet2020sixans"
30.8421052631579,69,15,25,19,"elliegoulding2020brilue"
7.4,9,6,7.5,10,"jimwhite2020theing"
12.6,22,8,12,10,"tootsthemaytals2020gotugh"
8.90909090909091,22,4,7,11,"noage2020gooone"
2.31578947368421,11,0,1,19,"fieldmusic2020makrld"
12.9090909090909,22,8,12,11,"algiers2020theear"
30.3333333333333,55,22,28,12,"thestreets2020nonive"
32.7,47,25,30,10,"kevinmorby2020sunner"
6.55,18,0,4,20,"harkin2020harkin"
0.3,1,0,0,10,"thehowlinghex2020knuess"
38.3571428571429,46,32,38,14,"kingkrule2020manive"
24.4545454545455,40,15,20,11,"thedistricts2020youere"
19.4,37,11,17,15,"hmltd2020wesden"
24.0909090909091,32,17,23,11,"tricky2020falces"
16.3,31,11,14,10,"theorielles2020disdor"
12.7272727272727,20,9,12,11,"brendanbenson2020deaife"
19.1818181818182,29,0,20,11,"austra2020hirdin"
38.2,50,31,37,10,"sylvanesso2020freove"
37.8125,51,31,36.5,16,"kesha2020higoad"
18.2,29,11,16,10,"hazelenglish2020wakeup"
12.8333333333333,33,7,12,12,"theorb2020abolia"
40.6666666666667,61,29,38.5,12,"littledragon2020neweus"
14.25,31,9,13,8,"hilarywoods2020birrks"
37.2,43,30,38,10,"liamgallagher2020mtvall"
9.75,26,4,8.5,12,"publicpractice2020genrip"
17,34,9,14,11,"deathvalleygirls2020undjoy"
32.1818181818182,46,25,28,11,"tops2020ifeive"
29.9444444444444,49,22,28.5,18,"rogereno2020mixurs"
43.75,57,35,41.5,16,"kylieminogue2020dissco"
35.95,61,0,37.5,20,"disclosure2020energy"
62.7,72,55,61,10,"jbalvin2020colres"
45.6,58,38,43.5,10,"poppy2020idiree"
30.3846153846154,43,21,31,13,"osees2020proeat"
61.7058823529412,68,58,61,17,"nas2020kinase"
8.33333333333333,28,5,7,12,"laraaji2020sunano"
62.4,78,47,61,15,"machinegunkelly2020ticall"
18.2,34,14,16.5,20,"sufjanstevens2020aporia"
7.81818181818182,22,3,5,11,"hannahgeorgas2020allion"
36.2,45,31,35.5,10,"purityring2020womomb"
68.2142857142857,84,60,66,14,"arianagrande2020posons"
16.7272727272727,24,13,16,11,"jónsi2020shiver"
21.6666666666667,30,17,20.5,12,"eels2020earora"
45.2,76,26,44,20,"bigsean2020detit2"
32.2727272727273,44,24,31,11,"alanismorissette2020sucoad"
12.9,37,7,9.5,10,"willbutler2020genons"
69.375,77,63,68,8,"blackpink2020thebum"
54.5882352941176,76,44,51,17,"kidcudi2020mansen"
24.5,36,13,24.5,2,"bingruth2020speies"
15.5,25,10,13.5,10,"dietcig2020doytme"
23.9,37,15,23.5,10,"nicolasgodin2020conass"
0.875,2,0,1,8,"leeranaldoraülrefree2020nammen"
14.9230769230769,31,8,11,13,"moaning2020uneter"
20.5454545454545,27,15,22,11,"builttospill2020platon"
18,29,11,16,10,"wolfparade2020thiind"
22.1875,25,19,22,16,"kinggizzardthelizardwizard2020chuive"
8.18181818181818,18,4,7,11,"flatworms2020antica"
13,19,10,12.5,10,"deaplips2020deaips"
23.3333333333333,34,16,21,9,"eob2020earrth"
64.7368421052632,81,54,63,19,"popsmoke2020shooon"
26.2,39,14,27.5,10,"poliça2020wheive"
17.9090909090909,29,11,15,11,"mward2020thiing"
35.3,49,26,34,10,"whitney2020candid"
18.1,32,0,16.5,10,"amnesiascanner2020teaess"
54.25,73,46,52.5,20,"future2020higife"
24.5,31,19,24.5,8,"cutcopy2020freelt"
52.05,66,44,50.5,20,"the19752020notorm"
23.6363636363636,43,17,21,11,"porches2020ricsic"
3,13,1,1,10,"acertainratio2020acroco"
52.8181818181818,77,41,49,11,"yusuf2020teaan2"
43.5,56,37,42,16,"yunglean2020staarz"
10.6,16,6,10.5,10,"ellis2020borain"
41.8,64,30,41.5,10,"nathanielrateliff2020andght"
29.125,41,21,29,8,"laroux2020supion"
36.5714285714286,46,30,36.5,14,"billiejoearmstrong2020nofays"
43.9,53,40,42.5,10,"greenday2020fatall"
21.6153846153846,44,13,19,13,"annie2020darrts"
10.8,22,7,9.5,10,"teddythompson2020heaase"
53.2857142857143,70,43,51,14,"yungblud2020weiird"
19.9090909090909,35,14,18,11,"bestcoast2020alwrow"
8.25,29,0,6.5,20,"variousartists2020angrex"
34.8181818181818,47,22,35,11,"muramasa2020rycryc"
